,DATE,HOUR,CURT TYPE,REASON,FUEL TYPE,CURTAILED MWH,CURTAILED MW
0,03/25,8,Economic,Local,SOLR,0.0,
1,03/25,8,Economic,System,SOLR,1.0,3.0
2,03/25,9,Economic,Local,SOLR,0.0,
3,03/25,9,Economic,System,SOLR,40.0,194.0
4,03/25,9,Economic,System,WIND,41.0,83.0
5,03/25,10,Economic,Local,SOLR,1.0,
6,03/25,10,Economic,System,SOLR,3.0,8.0
7,03/25,10,Economic,System,WIND,12.0,75.0
8,03/25,11,Economic,Local,SOLR,1.0,
9,03/25,11,Economic,System,SOLR,152.0,418.0
10,03/25,11,Economic,System,WIND,46.0,77.0
11,03/25,12,Economic,Local,SOLR,9.0,
12,03/25,12,Economic,System,SOLR,663.0,1011.0
13,03/25,12,Economic,System,WIND,71.0,66.0
14,03/25,12,SelfSchCut,Local,SOLR,0.0,
15,03/25,13,Economic,Local,SOLR,223.0,15.0
16,03/25,13,Economic,Local,WIND,40.0,
17,03/25,13,Economic,System,SOLR,321.0,803.0
18,03/25,13,Economic,System,WIND,39.0,76.0
19,03/25,14,Economic,Local,SOLR,10.0,11.0
20,03/25,14,Economic,System,SOLR,754.0,1046.0
21,03/25,14,Economic,System,WIND,81.0,84.0
22,03/25,15,Economic,Local,SOLR,2.0,
23,03/25,15,Economic,System,SOLR,1169.0,1272.0
24,03/25,15,Economic,System,WIND,139.0,339.0
25,03/25,16,Economic,Local,SOLR,108.0,
26,03/25,16,Economic,Local,WIND,7.0,
27,03/25,16,Economic,System,SOLR,760.0,1321.0
28,03/25,16,Economic,System,WIND,72.0,79.0
29,03/25,17,Economic,Local,SOLR,95,
30,03/25,17,Economic,Local,WIND,16,
31,03/25,17,Economic,System,SOLR,1150,1322.0
32,03/25,17,Economic,System,WIND,204,402.0
33,03/25,18,Economic,Local,SOLR,81,
34,03/25,18,Economic,Local,WIND,34,
35,03/25,18,Economic,System,SOLR,686,1015.0
36,03/25,18,Economic,System,WIND,209,432.0
37,03/25,18,SelfSchCut,System,SOLR,11,127.0
38,03/25,18,SelfSchCut,System,WIND,1,10.0
39,03/25,19,Economic,System,SOLR,92,358.0
40,03/25,19,Economic,System,WIND,29,86.0
41,03/25,24,Economic,System,WIND,11,63.0
