,DATE,HOUR,CURT TYPE,REASON,FUEL TYPE,CURTAILED MWH,CURTAILED MW
1,04/28,8,Economic,Local,SOLR,0.0,
2,04/28,8,Economic,System,SOLR,1.0,6.0
3,04/28,9,Economic,Local,SOLR,11.0,11.0
4,04/28,9,Economic,System,SOLR,38.0,207.0
5,04/28,9,Economic,System,WIND,6.0,21.0
6,04/28,10,Economic,Local,SOLR,40.0,67.0
7,04/28,10,Economic,System,SOLR,3.0,
8,04/28,11,Economic,Local,SOLR,42.0,21.0
9,04/28,11,Economic,System,SOLR,309.0,908.0
10,04/28,11,Economic,System,WIND,32.0,77.0
11,04/28,11,SelfSchCut,Local,SOLR,2.0,
12,04/28,12,Economic,Local,SOLR,36.0,35.0
13,04/28,12,Economic,System,SOLR,644.0,1009.0
14,04/28,12,Economic,System,WIND,43.0,44.0
15,04/28,12,ExDispatch,Local,SOLR,11.0,16.0
16,04/28,12,SelfSchCut,Local,SOLR,2.0,
17,04/28,13,Economic,Local,SOLR,58.0,10.0
18,04/28,13,Economic,Local,WIND,3.0,
19,04/28,13,Economic,System,SOLR,720.0,1017.0
20,04/28,13,Economic,System,WIND,23.0,33.0
21,04/28,13,ExDispatch,Local,SOLR,17.0,17.0
22,04/28,13,SelfSchCut,Local,SOLR,5.0,5.0
23,04/28,14,Economic,Local,SOLR,81.0,98.0
24,04/28,14,Economic,Local,WIND,16.0,17.0
25,04/28,14,Economic,System,SOLR,812.0,890.0
26,04/28,14,Economic,System,WIND,1.0,2.0
27,04/28,14,ExDispatch,Local,SOLR,17.0,17.0
28,04/28,14,SelfSchCut,Local,SOLR,8.0,10.0
29,04/28,15,Economic,Local,SOLR,49.0,21.0
30,04/28,15,Economic,Local,WIND,152.0,167.0
31,04/28,15,Economic,System,SOLR,686.0,858.0
32,04/28,15,Economic,System,WIND,0,
33,04/28,15,ExDispatch,Local,SOLR,17,17.0
34,04/28,15,ExDispatch,System,SOLR,6,14.0
35,04/28,15,ExDispatch,System,WIND,0,0.0
36,04/28,15,SelfSchCut,Local,SOLR,3,2.0
37,04/28,15,SelfSchCut,Local,WIND,38,27.0
38,04/28,16,Economic,Local,SOLR,56,86.0
39,04/28,16,Economic,Local,WIND,85,124.0
40,04/28,16,Economic,System,SOLR,514,876.0
41,04/28,16,Economic,System,WIND,5,13.0
42,04/28,16,ExDispatch,Local,SOLR,10,17.0
43,04/28,16,ExDispatch,System,SOLR,9,2.0
44,04/28,16,SelfSchCut,Local,SOLR,6,7.0
45,04/28,17,Economic,Local,SOLR,40,204.0
46,04/28,17,Economic,Local,WIND,31,33.0
47,04/28,17,Economic,System,SOLR,20,
48,04/28,17,ExDispatch,Local,SOLR,5,16.0
49,04/28,17,ExDispatch,System,SOLR,4,
50,04/28,17,SelfSchCut,Local,SOLR,4,5.0
51,04/28,18,Economic,Local,SOLR,6,
52,04/28,18,Economic,Local,WIND,2,
53,04/28,18,Economic,System,SOLR,252,809.0
54,04/28,18,Economic,System,WIND,2,12.0
55,04/28,19,Economic,Local,SOLR,1,7.0
56,04/28,19,Economic,System,SOLR,1,
