,DATE,HOUR,CURT TYPE,REASON,FUEL TYPE,CURTAILED MWH,CURTAILED MW
0,12/29,1,Economic,Local,WIND,147,168.0
1,12/29,2,Economic,Local,WIND,104,114.0
2,12/29,3,Economic,Local,WIND,103,116.0
3,12/29,4,Economic,Local,WIND,127,145.0
4,12/29,5,Economic,Local,WIND,108,143.0
5,12/29,6,Economic,Local,WIND,118,165.0
6,12/29,7,Economic,Local,WIND,124,155.0
7,12/29,8,Economic,Local,WIND,92,132.0
8,12/29,9,Economic,Local,WIND,62,110.0
9,12/29,9,Economic,System,SOLR,0,
10,12/29,9,Economic,System,WIND,3,
11,12/29,10,Economic,Local,SOLR,6,7.0
12,12/29,10,Economic,Local,WIND,26,59.0
13,12/29,10,Economic,System,SOLR,0,
14,12/29,11,Economic,Local,SOLR,125,286.0
15,12/29,11,Economic,Local,WIND,120,155.0
16,12/29,11,Economic,System,SOLR,0,1.0
17,12/29,12,Economic,Local,SOLR,274,372.0
18,12/29,12,Economic,Local,WIND,156,152.0
19,12/29,12,Economic,System,SOLR,0,
20,12/29,13,Economic,Local,SOLR,1,
21,12/29,13,Economic,Local,WIND,109,152.0
22,12/29,14,Economic,Local,SOLR,2,1.0
23,12/29,14,Economic,Local,WIND,95,112.0
24,12/29,14,Economic,System,SOLR,0,
25,12/29,15,Economic,Local,SOLR,0,
26,12/29,15,Economic,Local,WIND,97,124.0
27,12/29,15,Economic,System,SOLR,0,
28,12/29,16,Economic,Local,WIND,83,114.0
29,12/29,16,Economic,System,SOLR,1,2.0
30,12/29,17,Economic,Local,WIND,49,74.0
31,12/29,18,Economic,Local,WIND,55,154.0
32,12/29,19,Economic,Local,WIND,94,137.0
33,12/29,20,Economic,Local,WIND,143,183.0
34,12/29,21,Economic,Local,WIND,132,161.0
35,12/29,22,Economic,Local,WIND,198,248.0
36,12/29,23,Economic,Local,WIND,158,201.0
37,12/29,24,Economic,Local,WIND,153,215.0
