,DATE,HOUR,CURT TYPE,REASON,FUEL TYPE,CURTAILED MWH,CURTAILED MW
0,10/04,9,Economic,Local,SOLR,334,652.0
1,10/04,9,Economic,Local,WIND,13,5.0
2,10/04,10,Economic,Local,SOLR,1071,1226.0
3,10/04,10,Economic,Local,WIND,18,44.0
4,10/04,10,SelfSchCut,Local,SOLR,2,11.0
5,10/04,11,Economic,Local,SOLR,786,937.0
6,10/04,11,Economic,Local,WIND,22,51.0
7,10/04,11,ExDispatch,Local,SOLR,1,
8,10/04,12,Economic,Local,SOLR,791,786.0
9,10/04,12,Economic,Local,WIND,130,289.0
10,10/04,12,ExDispatch,Local,SOLR,8,8.0
11,10/04,12,SelfSchCut,Local,SOLR,3,11.0
12,10/04,12,SelfSchCut,Local,WIND,4,17.0
13,10/04,13,Economic,Local,SOLR,809,993.0
14,10/04,13,Economic,Local,WIND,149,268.0
15,10/04,13,ExDispatch,Local,SOLR,8,8.0
16,10/04,14,Economic,Local,SOLR,944,1026.0
17,10/04,14,Economic,Local,WIND,175,345.0
18,10/04,14,ExDispatch,Local,SOLR,8,8.0
19,10/04,14,SelfSchCut,Local,SOLR,4,7.0
20,10/04,14,SelfSchCut,Local,WIND,5,5.0
21,10/04,15,Economic,Local,SOLR,1044,1439.0
22,10/04,15,Economic,Local,WIND,53,111.0
23,10/04,15,ExDispatch,Local,SOLR,6,8.0
24,10/04,16,Economic,Local,SOLR,577,788.0
25,10/04,16,Economic,Local,WIND,23,114.0
26,10/04,16,Economic,System,WIND,4,
27,10/04,16,ExDispatch,Local,SOLR,0,1.0
28,10/04,17,Economic,Local,SOLR,159,389.0
29,10/04,17,Economic,Local,WIND,4,4.0
30,10/04,18,Economic,Local,SOLR,72,284.0
31,10/04,18,Economic,Local,WIND,2,5.0
