,DATE,HOUR,CURT TYPE,REASON,FUEL TYPE,CURTAILED MWH,CURTAILED MW
0,03/21,2,Economic,System,WIND,51,79.0
1,03/21,3,Economic,System,WIND,8,78.0
2,03/21,9,Economic,Local,SOLR,1,
3,03/21,9,Economic,System,SOLR,35,226.0
4,03/21,9,Economic,System,WIND,19,74.0
5,03/21,10,Economic,System,SOLR,3,9.0
6,03/21,11,Economic,System,SOLR,141,572.0
7,03/21,11,Economic,System,WIND,48,133.0
8,03/21,12,Economic,Local,SOLR,1,
9,03/21,12,Economic,System,SOLR,71,288.0
10,03/21,12,Economic,System,WIND,80,137.0
11,03/21,13,Economic,System,SOLR,49,289.0
12,03/21,13,Economic,System,WIND,29,123.0
13,03/21,14,Economic,System,SOLR,491,822.0
14,03/21,14,Economic,System,WIND,103,90.0
15,03/21,15,Economic,Local,SOLR,4,
16,03/21,15,Economic,System,SOLR,72,349.0
17,03/21,15,Economic,System,WIND,21,85.0
18,03/21,16,Economic,System,SOLR,3,16.0
19,03/21,17,Economic,Local,SOLR,1,
20,03/21,17,Economic,System,SOLR,48,201.0
21,03/21,17,Economic,System,WIND,44,102.0
22,03/21,18,Economic,Local,SOLR,1,
23,03/21,18,Economic,System,SOLR,48,537.0
24,03/21,18,Economic,System,WIND,10,116.0
25,03/21,19,Economic,Local,SOLR,0,
26,03/21,19,Economic,System,SOLR,0,2.0
