,DATE,HOUR,CURT TYPE,REASON,FUEL TYPE,CURTAILED MWH,CURTAILED MW
1,05/09,8,ExDispatch,System,SOLR,0.0,2.0
2,05/09,9,Economic,Local,SOLR,1.0,5.0
3,05/09,9,ExDispatch,Local,SOLR,0.0,
4,05/09,9,ExDispatch,System,SOLR,1.0,
5,05/09,10,Economic,Local,SOLR,2.0,6.0
6,05/09,10,ExDispatch,Local,SOLR,1.0,2.0
7,05/09,10,ExDispatch,System,SOLR,0.0,
8,05/09,11,Economic,Local,SOLR,4.0,4.0
9,05/09,11,ExDispatch,Local,SOLR,0.0,4.0
10,05/09,11,ExDispatch,System,SOLR,2.0,
11,05/09,11,SelfSchCut,Local,SOLR,1.0,3.0
12,05/09,12,Economic,Local,SOLR,13.0,12.0
13,05/09,12,Economic,System,SOLR,7.0,41.0
14,05/09,12,ExDispatch,Local,SOLR,5.0,5.0
15,05/09,12,ExDispatch,System,SOLR,1.0,
16,05/09,12,SelfSchCut,Local,SOLR,1.0,
17,05/09,13,Economic,Local,SOLR,5.0,6.0
18,05/09,13,ExDispatch,Local,SOLR,7.0,11.0
19,05/09,13,ExDispatch,System,SOLR,3.0,
20,05/09,13,SelfSchCut,Local,SOLR,5.0,7.0
21,05/09,14,Economic,Local,SOLR,5.0,8.0
22,05/09,14,ExDispatch,Local,SOLR,10.0,11.0
23,05/09,14,ExDispatch,System,SOLR,1.0,
24,05/09,14,SelfSchCut,Local,SOLR,12.0,14.0
25,05/09,15,Economic,Local,SOLR,3.0,3.0
26,05/09,15,ExDispatch,Local,SOLR,2.0,
27,05/09,15,ExDispatch,System,SOLR,5.0,8.0
28,05/09,15,SelfSchCut,Local,SOLR,2.0,4.0
29,05/09,16,Economic,Local,SOLR,1.0,3.0
30,05/09,16,ExDispatch,Local,SOLR,2.0,
31,05/09,16,ExDispatch,System,SOLR,2.0,4.0
32,05/09,16,SelfSchCut,Local,SOLR,2,6.0
33,05/09,17,ExDispatch,Local,SOLR,0,
34,05/09,17,ExDispatch,System,SOLR,0,1.0
35,05/09,18,ExDispatch,Local,SOLR,0,
36,05/09,18,ExDispatch,System,SOLR,0,1.0
