,DATE,HOUR,CURT TYPE,REASON,FUEL TYPE,CURTAILED MWH,CURTAILED MW
0,10/15,9,Economic,System,SOLR,0,2.0
1,10/15,10,Economic,Local,SOLR,52,294.0
2,10/15,10,Economic,Local,WIND,39,63.0
3,10/15,11,Economic,Local,SOLR,111,275.0
4,10/15,11,Economic,Local,WIND,84,101.0
5,10/15,12,Economic,Local,SOLR,86,346.0
6,10/15,12,Economic,Local,WIND,45,105.0
7,10/15,12,Economic,System,SOLR,0,
8,10/15,13,Economic,Local,SOLR,52,102.0
9,10/15,13,Economic,Local,WIND,61,144.0
10,10/15,14,Economic,Local,SOLR,56,124.0
11,10/15,14,Economic,Local,WIND,44,122.0
12,10/15,14,Economic,System,SOLR,1,2.0
13,10/15,15,Economic,Local,SOLR,47,118.0
14,10/15,15,Economic,Local,WIND,48,122.0
15,10/15,15,Economic,System,SOLR,1,2.0
16,10/15,16,Economic,System,SOLR,1,2.0
17,10/15,17,Economic,System,SOLR,0,2.0
18,10/15,18,Economic,System,SOLR,1,2.0
19,10/15,19,Economic,System,SOLR,0,2.0
20,10/15,22,Economic,Local,WIND,7,50.0
