,DATE,HOUR,CURT TYPE,REASON,FUEL TYPE,CURTAILED MWH,CURTAILED MW
0,11/17,1,Economic,Local,WIND,3,19.0
1,11/17,2,Economic,Local,WIND,3,9.0
2,11/17,8,Economic,Local,SOLR,91,237.0
3,11/17,9,Economic,Local,SOLR,166,646.0
4,11/17,9,Economic,Local,WIND,25,30.0
5,11/17,10,Economic,Local,SOLR,651,860.0
6,11/17,10,Economic,Local,WIND,53,56.0
7,11/17,11,Economic,Local,SOLR,436,642.0
8,11/17,11,Economic,Local,WIND,61,71.0
9,11/17,12,Economic,Local,SOLR,332,459.0
10,11/17,12,Economic,Local,WIND,57,57.0
11,11/17,13,Economic,Local,SOLR,15,128.0
12,11/17,13,Economic,Local,WIND,33,71.0
13,11/17,14,Economic,Local,SOLR,0,4.0
14,11/17,14,Economic,Local,WIND,15,45.0
15,11/17,15,Economic,Local,SOLR,77,121.0
16,11/17,15,Economic,Local,WIND,1,8.0
17,11/17,15,Economic,System,SOLR,0,
18,11/17,16,Economic,Local,SOLR,3,22.0
