,DATE,HOUR,CURT TYPE,REASON,FUEL TYPE,CURTAILED MWH,CURTAILED MW
0,02/04,1,Economic,Local,WIND,103.0,128.0
1,02/04,2,Economic,Local,WIND,89.0,101.0
2,02/04,3,Economic,Local,WIND,98.0,130.0
3,02/04,4,Economic,Local,WIND,99.0,110.0
4,02/04,5,Economic,Local,WIND,126.0,142.0
5,02/04,6,Economic,Local,WIND,131.0,141.0
6,02/04,7,Economic,Local,WIND,120.0,137.0
7,02/04,8,Economic,Local,WIND,136.0,
8,02/04,8,Economic,System,SOLR,129.0,441.0
9,02/04,8,Economic,System,WIND,60.0,391.0
10,02/04,9,Economic,Local,SOLR,75.0,228.0
11,02/04,9,Economic,Local,WIND,215.0,371.0
12,02/04,9,Economic,System,SOLR,475.0,471.0
13,02/04,9,Economic,System,WIND,121.0,129.0
14,02/04,10,Economic,Local,SOLR,216.0,239.0
15,02/04,10,Economic,Local,WIND,154.0,243.0
16,02/04,10,Economic,System,SOLR,487.0,538.0
17,02/04,10,Economic,System,WIND,53.0,80.0
18,02/04,11,Economic,Local,SOLR,439.0,522.0
19,02/04,11,Economic,Local,WIND,337.0,377.0
20,02/04,11,Economic,System,SOLR,377.0,320.0
21,02/04,11,Economic,System,WIND,32.0,19.0
22,02/04,11,SelfSchCut,Local,SOLR,3.0,35.0
23,02/04,11,SelfSchCut,Local,WIND,28.0,144.0
24,02/04,12,Economic,Local,SOLR,543.0,540.0
25,02/04,12,Economic,Local,WIND,371.0,379.0
26,02/04,12,Economic,System,SOLR,288.0,317.0
27,02/04,12,Economic,System,WIND,2.0,
28,02/04,12,SelfSchCut,Local,SOLR,24.0,206.0
29,02/04,12,SelfSchCut,Local,WIND,35,119.0
30,02/04,13,Economic,Local,SOLR,633,226.0
31,02/04,13,Economic,Local,WIND,232,165.0
32,02/04,13,Economic,System,SOLR,92,787.0
33,02/04,13,Economic,System,WIND,5,23.0
34,02/04,14,Economic,Local,SOLR,817,912.0
35,02/04,14,Economic,Local,WIND,200,206.0
36,02/04,15,Economic,Local,SOLR,722,854.0
37,02/04,15,Economic,Local,WIND,224,361.0
38,02/04,15,Economic,System,SOLR,3,
39,02/04,15,Economic,System,WIND,1,
40,02/04,16,Economic,Local,SOLR,359,874.0
41,02/04,16,Economic,Local,WIND,200,308.0
42,02/04,16,Economic,System,SOLR,11,31.0
43,02/04,16,Economic,System,WIND,40,107.0
44,02/04,16,SelfSchCut,Local,SOLR,0,1.0
45,02/04,17,Economic,Local,WIND,106,150.0
46,02/04,17,Economic,System,SOLR,66,465.0
47,02/04,17,Economic,System,WIND,12,51.0
48,02/04,18,Economic,Local,WIND,66,110.0
49,02/04,19,Economic,Local,WIND,73,120.0
50,02/04,20,Economic,Local,WIND,84,130.0
51,02/04,21,Economic,Local,WIND,83,107.0
52,02/04,22,Economic,Local,WIND,63,82.0
53,02/04,23,Economic,Local,WIND,83,98.0
54,02/04,24,Economic,Local,WIND,49,79.0
