,DATE,HOUR,CURT TYPE,REASON,FUEL TYPE,CURTAILED MWH,CURTAILED MW
0,12/26,4,Economic,Local,WIND,3,12.0
1,12/26,5,Economic,Local,WIND,53,95.0
2,12/26,6,Economic,Local,WIND,114,171.0
3,12/26,7,Economic,Local,WIND,117,153.0
4,12/26,8,Economic,Local,WIND,150,246.0
5,12/26,9,Economic,Local,WIND,130,117.0
6,12/26,9,Economic,System,SOLR,67,327.0
7,12/26,9,Economic,System,WIND,28,33.0
8,12/26,10,Economic,Local,WIND,99,122.0
9,12/26,10,Economic,System,SOLR,26,44.0
10,12/26,10,Economic,System,WIND,24,30.0
11,12/26,11,Economic,Local,WIND,89,175.0
12,12/26,11,Economic,System,SOLR,0,
13,12/26,11,Economic,System,WIND,4,
14,12/26,12,Economic,Local,SOLR,2,13.0
15,12/26,12,Economic,Local,WIND,34,75.0
16,12/26,12,Economic,System,SOLR,0,
17,12/26,13,Economic,Local,WIND,6,
18,12/26,13,Economic,System,SOLR,69,492.0
19,12/26,13,Economic,System,WIND,10,59.0
20,12/26,14,Economic,Local,SOLR,10,
21,12/26,14,Economic,Local,WIND,0,
22,12/26,14,Economic,System,SOLR,12,133.0
23,12/26,14,Economic,System,WIND,6,72.0
24,12/26,15,Economic,Local,SOLR,1,7.0
25,12/26,15,Economic,System,SOLR,0,
