,DATE,HOUR,CURT TYPE,REASON,FUEL TYPE,CURTAILED MWH,CURTAILED MW
0,11/27,1,Economic,Local,WIND,8.0,49.0
1,11/27,2,Economic,Local,WIND,22.0,63.0
2,11/27,3,Economic,Local,WIND,21.0,68.0
3,11/27,4,Economic,Local,WIND,50.0,50.0
4,11/27,5,Economic,Local,WIND,15.0,44.0
5,11/27,6,Economic,Local,WIND,35.0,80.0
6,11/27,7,Economic,Local,WIND,48.0,73.0
7,11/27,8,Economic,Local,WIND,31.0,
8,11/27,8,Economic,System,WIND,40.0,201.0
9,11/27,9,Economic,Local,WIND,9.0,63.0
10,11/27,9,Economic,System,WIND,6.0,77.0
11,11/27,10,Economic,Local,WIND,81.0,99.0
12,11/27,10,Economic,System,WIND,122.0,297.0
13,11/27,11,Economic,Local,WIND,127.0,168.0
14,11/27,11,Economic,System,WIND,1.0,
15,11/27,12,Economic,Local,WIND,113.0,108.0
16,11/27,12,Economic,System,WIND,23.0,220.0
17,11/27,13,Economic,Local,SOLR,1.0,2.0
18,11/27,13,Economic,Local,WIND,124.0,180.0
19,11/27,13,Economic,System,WIND,2.0,
20,11/27,14,Economic,Local,SOLR,1.0,
21,11/27,14,Economic,Local,WIND,90.0,117.0
22,11/27,14,Economic,System,SOLR,0.0,
23,11/27,15,Economic,Local,SOLR,10.0,15.0
24,11/27,15,Economic,Local,WIND,32.0,64.0
25,11/27,15,Economic,System,SOLR,0.0,
26,11/27,15,SelfSchCut,Local,SOLR,1.0,
27,11/27,16,Economic,Local,SOLR,1.0,6.0
28,11/27,16,Economic,Local,WIND,1.0,16.0
29,11/27,16,Economic,System,SOLR,1,
30,11/27,17,Economic,System,SOLR,0,2.0
31,11/27,19,Economic,Local,WIND,1,5.0
32,11/27,20,Economic,Local,WIND,4,25.0
33,11/27,22,Economic,Local,WIND,3,12.0
34,11/27,23,Economic,Local,WIND,7,79.0
35,11/27,24,Economic,Local,WIND,61,107.0
