,DATE,HOUR,CURT TYPE,REASON,FUEL TYPE,CURTAILED MWH,CURTAILED MW
0,12/19,9,Economic,System,SOLR,0,0.0
1,12/19,9,Economic,System,WIND,4,41.0
2,12/19,10,Economic,Local,SOLR,13,16.0
3,12/19,10,Economic,System,SOLR,0,0.0
4,12/19,10,Economic,System,WIND,0,
5,12/19,11,Economic,Local,SOLR,110,337.0
6,12/19,11,Economic,Local,WIND,3,5.0
7,12/19,11,SelfSchCut,Local,SOLR,1,
8,12/19,12,Economic,Local,SOLR,186,195.0
9,12/19,12,Economic,Local,WIND,8,9.0
10,12/19,12,Economic,System,SOLR,41,124.0
11,12/19,12,Economic,System,WIND,11,38.0
12,12/19,13,Economic,Local,SOLR,3,
13,12/19,13,Economic,System,SOLR,86,301.0
14,12/19,13,Economic,System,WIND,10,14.0
15,12/19,14,Economic,Local,SOLR,11,
16,12/19,14,Economic,System,SOLR,5,44.0
17,12/19,14,Economic,System,WIND,2,25.0
18,12/19,15,Economic,Local,SOLR,12,14.0
19,12/19,15,Economic,System,SOLR,1,2.0
20,12/19,16,Economic,Local,SOLR,0,3.0
21,12/19,16,Economic,System,SOLR,0,
22,12/19,22,Economic,Local,WIND,102,124.0
23,12/19,23,Economic,Local,WIND,94,108.0
24,12/19,24,Economic,Local,WIND,49,65.0
