,DATE,HOUR,CURT TYPE,REASON,FUEL TYPE,CURTAILED MWH,CURTAILED MW
0,02/28,8,Economic,Local,SOLR,5,
1,02/28,8,Economic,System,SOLR,14,123.0
2,02/28,8,Economic,System,WIND,12,77.0
3,02/28,9,Economic,Local,SOLR,288,1227.0
4,02/28,9,Economic,Local,WIND,90,341.0
5,02/28,9,Economic,System,SOLR,428,129.0
6,02/28,9,Economic,System,WIND,54,9.0
7,02/28,10,Economic,Local,SOLR,856,1193.0
8,02/28,10,Economic,Local,WIND,164,381.0
9,02/28,10,Economic,System,SOLR,156,160.0
10,02/28,10,Economic,System,WIND,7,9.0
11,02/28,11,Economic,Local,SOLR,1079,1127.0
12,02/28,11,Economic,Local,WIND,154,357.0
13,02/28,11,Economic,System,SOLR,0,
14,02/28,11,SelfSchCut,Local,SOLR,5,
15,02/28,12,Economic,Local,SOLR,848,1113.0
16,02/28,12,Economic,Local,WIND,77,241.0
17,02/28,13,Economic,Local,SOLR,393,461.0
18,02/28,13,Economic,Local,WIND,28,33.0
19,02/28,13,Economic,System,SOLR,0,2.0
20,02/28,14,Economic,Local,SOLR,404,
21,02/28,14,Economic,Local,WIND,21,
22,02/28,14,Economic,System,SOLR,72,849.0
23,02/28,14,Economic,System,WIND,2,24.0
24,02/28,15,Economic,System,SOLR,1232,1261.0
25,02/28,15,Economic,System,WIND,77,80.0
26,02/28,16,Economic,Local,SOLR,90,1078.0
27,02/28,16,Economic,Local,WIND,12,146.0
28,02/28,16,Economic,System,SOLR,964,127.0
29,02/28,16,Economic,System,WIND,47,2.0
30,02/28,17,Economic,System,SOLR,433,1006.0
31,02/28,17,Economic,System,WIND,55,133.0
32,02/28,18,Economic,System,SOLR,1,2.0
