,DATE,HOUR,CURT TYPE,REASON,FUEL TYPE,CURTAILED MWH,CURTAILED MW
0,,R,,,,MWH,MW
1,12/11,9,Economic,System,WIND,,47
2,12/11,10,Economic,System,SOLR,,110
3,12/11,10,Economic,System,WIND,,129
4,12/11,11,Economic,Local,SOLR,,147
5,12/11,11,Economic,Local,WIND,,124
6,12/11,11,Economic,System,SOLR,,
7,12/11,11,Economic,System,WIND,,
8,12/11,12,Economic,Local,SOLR,,801
9,12/11,12,Economic,Local,WIND,,127
10,12/11,13,Economic,Local,SOLR,,597
11,12/11,13,Economic,Local,WIND,,112
12,12/11,14,Economic,Local,SOLR,,582
13,12/11,14,Economic,Local,WIND,,103
14,12/11,15,Economic,Local,SOLR,,538
15,12/11,15,Economic,Local,WIND,,135
16,12/11,15,Economic,System,WIND,,
17,12/11,16,Economic,Local,WIND,,92
18,12/11,16,Economic,System,SOLR,,
19,12/11,16,Economic,System,WIND,,
20,12/11,17,Economic,Local,WIND,,65
21,12/11,17,Economic,System,SOLR,,
