,DATE,HOUR,CURT TYPE,REASON,FUEL TYPE,CURTAILED MWH,CURTAILED MW
1,04/23,6,Economic,System,WIND,2.0,24.0
2,04/23,7,Economic,Local,SOLR,4.0,1.0
3,04/23,7,Economic,Local,WIND,15.0,4.0
4,04/23,7,Economic,System,SOLR,22.0,101.0
5,04/23,7,Economic,System,WIND,1.0,
6,04/23,8,Economic,Local,SOLR,2.0,
7,04/23,8,Economic,Local,WIND,9.0,
8,04/23,8,Economic,System,SOLR,441.0,915.0
9,04/23,8,Economic,System,WIND,64.0,326.0
10,04/23,9,Economic,Local,SOLR,276.0,1139.0
11,04/23,9,Economic,Local,WIND,8.0,32.0
12,04/23,9,Economic,System,SOLR,571.0,
13,04/23,9,Economic,System,WIND,13.0,
14,04/23,10,Economic,Local,SOLR,305.0,62.0
15,04/23,10,Economic,Local,WIND,5.0,
16,04/23,10,Economic,System,SOLR,760.0,1167.0
17,04/23,10,Economic,System,WIND,9.0,3.0
18,04/23,10,SelfSchCut,Local,SOLR,5.0,6.0
19,04/23,11,Economic,Local,SOLR,66.0,49.0
20,04/23,11,Economic,System,SOLR,851.0,1154.0
21,04/23,11,Economic,System,WIND,8.0,4.0
22,04/23,11,SelfSchCut,Local,SOLR,11.0,10.0
23,04/23,12,Economic,Local,SOLR,108.0,39.0
24,04/23,12,Economic,Local,WIND,0.0,
25,04/23,12,Economic,System,SOLR,907.0,1217.0
26,04/23,12,Economic,System,WIND,13.0,32.0
27,04/23,12,SelfSchCut,Local,SOLR,5.0,4.0
28,04/23,13,Economic,Local,SOLR,41.0,41.0
29,04/23,13,Economic,System,SOLR,1252.0,1427.0
30,04/23,13,Economic,System,WIND,14.0,21.0
31,04/23,13,SelfSchCut,Local,SOLR,16.0,14.0
32,04/23,14,Economic,Local,SOLR,38,35.0
33,04/23,14,Economic,System,SOLR,1050,1198.0
34,04/23,14,Economic,System,WIND,35,0.0
35,04/23,14,SelfSchCut,Local,SOLR,14,21.0
36,04/23,15,Economic,Local,SOLR,31,39.0
37,04/23,15,Economic,System,SOLR,749,1086.0
38,04/23,15,Economic,System,WIND,37,31.0
39,04/23,15,SelfSchCut,Local,SOLR,3,3.0
40,04/23,16,Economic,Local,SOLR,88,20.0
41,04/23,16,Economic,Local,WIND,3,
42,04/23,16,Economic,System,SOLR,613,919.0
43,04/23,16,Economic,System,WIND,31,41.0
44,04/23,16,SelfSchCut,Local,SOLR,1,2.0
45,04/23,17,Economic,Local,SOLR,13,10.0
46,04/23,17,Economic,System,SOLR,242,850.0
47,04/23,17,Economic,System,WIND,4,10.0
48,04/23,17,SelfSchCut,Local,SOLR,1,0.0
49,04/23,18,Economic,Local,SOLR,18,8.0
50,04/23,18,Economic,System,SOLR,10,119.0
51,04/23,18,SelfSchCut,Local,SOLR,2,4.0
52,04/23,24,Economic,System,WIND,3,38.0
