,DATE,HOUR,CURT TYPE,REASON,FUEL TYPE,CURTAILED MWH,CURTAILED MW
0,01/31,1,Economic,Local,WIND,94,159.0
1,01/31,2,Economic,Local,WIND,78,159.0
2,01/31,3,Economic,Local,WIND,50,78.0
3,01/31,4,Economic,Local,WIND,44,56.0
4,01/31,5,Economic,Local,WIND,21,44.0
5,01/31,6,Economic,Local,WIND,55,105.0
6,01/31,7,Economic,Local,WIND,5,56.0
7,01/31,9,Economic,Local,SOLR,2,
8,01/31,9,Economic,System,SOLR,292,1041.0
9,01/31,9,Economic,System,WIND,1,8.0
10,01/31,10,Economic,Local,SOLR,10,15.0
11,01/31,10,Economic,System,SOLR,124,520.0
12,01/31,10,Economic,System,WIND,0,1.0
13,01/31,11,Economic,Local,SOLR,9,2.0
14,01/31,11,Economic,System,SOLR,12,144.0
15,01/31,11,Economic,System,WIND,0,1.0
16,01/31,12,Economic,Local,SOLR,21,
17,01/31,12,Economic,Local,WIND,0,
18,01/31,12,Economic,System,SOLR,112,567.0
19,01/31,12,Economic,System,WIND,0,1.0
20,01/31,13,Economic,Local,SOLR,0,
21,01/31,13,Economic,System,SOLR,5,52.0
22,01/31,13,Economic,System,WIND,0,1.0
23,01/31,14,Economic,Local,SOLR,9,79.0
24,01/31,14,Economic,Local,WIND,0,1.0
25,01/31,14,Economic,System,SOLR,9,47.0
26,01/31,14,Economic,System,WIND,0,0.0
27,01/31,15,Economic,Local,SOLR,0,
28,01/31,15,Economic,System,SOLR,83,363.0
29,01/31,15,Economic,System,WIND,0,1.0
30,01/31,16,Economic,System,SOLR,39,262.0
31,01/31,16,Economic,System,WIND,0,1.0
32,01/31,17,Economic,System,SOLR,0,2.0
