,DATE,HOUR,CURT TYPE,REASON,FUEL TYPE,CURTAILED MWH,CURTAILED MW
0,03/12,5,Economic,Local,WIND,1.0,11.0
1,03/12,5,Economic,System,WIND,0.0,
2,03/12,6,Economic,System,WIND,19.0,128.0
3,03/12,8,Economic,Local,SOLR,0.0,
4,03/12,8,Economic,System,SOLR,2.0,8.0
5,03/12,8,Economic,System,WIND,0.0,0.0
6,03/12,9,Economic,Local,SOLR,128.0,200.0
7,03/12,9,Economic,Local,WIND,0.0,1.0
8,03/12,9,Economic,System,SOLR,361.0,920.0
9,03/12,9,Economic,System,WIND,11.0,40.0
10,03/12,10,Economic,Local,SOLR,310.0,260.0
11,03/12,10,Economic,Local,WIND,2.0,1.0
12,03/12,10,Economic,System,SOLR,912.0,1149.0
13,03/12,10,Economic,System,WIND,13.0,24.0
14,03/12,11,Economic,Local,SOLR,265.0,340.0
15,03/12,11,Economic,Local,WIND,1.0,1.0
16,03/12,11,Economic,System,SOLR,1061.0,1133.0
17,03/12,11,Economic,System,WIND,7.0,5.0
18,03/12,12,Economic,System,SOLR,677.0,1075.0
19,03/12,12,Economic,System,WIND,2.0,1.0
20,03/12,13,Economic,System,SOLR,887.0,1154.0
21,03/12,13,Economic,System,WIND,3.0,2.0
22,03/12,14,Economic,System,SOLR,1107.0,1230.0
23,03/12,14,Economic,System,WIND,3.0,4.0
24,03/12,15,Economic,System,SOLR,852.0,1284.0
25,03/12,15,Economic,System,WIND,1.0,3.0
26,03/12,16,Economic,Local,SOLR,3.0,
27,03/12,16,Economic,Local,WIND,0.0,
28,03/12,16,Economic,System,SOLR,209.0,598.0
29,03/12,16,Economic,System,WIND,1,1.0
30,03/12,17,Economic,Local,SOLR,24,
31,03/12,17,Economic,Local,WIND,0,
32,03/12,17,Economic,System,SOLR,397,900.0
33,03/12,17,Economic,System,WIND,1,1.0
34,03/12,18,Economic,Local,SOLR,53,
35,03/12,18,Economic,Local,WIND,0,
36,03/12,18,Economic,System,SOLR,130,639.0
37,03/12,18,Economic,System,WIND,0,1.0
