,DATE,HOUR,CURT TYPE,REASON,FUEL TYPE,CURTAILED MWH,CURTAILED MW
0,03/14,9,Economic,Local,SOLR,41,483.0
1,03/14,9,Economic,Local,WIND,0,1.0
2,03/14,9,Economic,System,SOLR,55,
3,03/14,9,Economic,System,WIND,0,
4,03/14,10,Economic,Local,SOLR,5,
5,03/14,10,Economic,System,SOLR,41,200.0
6,03/14,10,Economic,System,WIND,1,4.0
7,03/14,11,Economic,Local,SOLR,52,122.0
8,03/14,11,Economic,Local,WIND,0,0.0
9,03/14,12,Economic,Local,SOLR,6,50.0
10,03/14,13,Economic,Local,SOLR,4,43.0
11,03/14,15,Economic,Local,SOLR,20,78.0
12,03/14,15,Economic,Local,WIND,0,0.0
13,03/14,15,Economic,System,SOLR,5,
14,03/14,16,Economic,Local,SOLR,6,22.0
15,03/14,16,Economic,System,SOLR,1,
16,03/14,17,Economic,Local,SOLR,8,47.0
17,03/14,18,Economic,System,SOLR,0,0.0
