,DATE,HOUR,CURT TYPE,REASON,FUEL TYPE,CURTAILED MWH,CURTAILED MW
0,10/02,2,Economic,System,WIND,2,23.0
1,10/02,9,Economic,System,SOLR,2,22.0
2,10/02,9,Economic,System,WIND,0,5.0
3,10/02,10,Economic,Local,SOLR,208,533.0
4,10/02,10,Economic,Local,WIND,82,89.0
5,10/02,10,Economic,System,SOLR,1,
6,10/02,10,Economic,System,WIND,0,
7,10/02,11,Economic,Local,SOLR,10,102.0
8,10/02,11,Economic,Local,WIND,26,104.0
9,10/02,12,Economic,Local,SOLR,26,112.0
10,10/02,12,Economic,Local,WIND,76,106.0
11,10/02,12,Economic,System,SOLR,0,
12,10/02,15,Economic,System,SOLR,0,
13,10/02,15,Economic,System,WIND,0,6.0
14,10/02,16,Economic,System,SOLR,215,428.0
15,10/02,16,Economic,System,WIND,97,166.0
16,10/02,17,Economic,System,SOLR,175,480.0
17,10/02,17,Economic,System,WIND,62,142.0
18,10/02,18,Economic,System,SOLR,2,2.0
19,10/02,19,Economic,System,SOLR,0,2.0
