,DATE,HOUR,CURT TYPE,REASON,FUEL TYPE,CURTAILED MWH,CURTAILED MW
0,09/25,8,Economic,System,SOLR,1,17.0
1,09/25,8,Economic,System,WIND,2,19.0
2,09/25,9,Economic,Local,SOLR,86,
3,09/25,9,Economic,Local,WIND,5,23.0
4,09/25,9,Economic,System,SOLR,679,1212.0
5,09/25,9,Economic,System,WIND,21,26.0
6,09/25,9,SelfSchCut,Local,SOLR,0,
7,09/25,10,Economic,Local,SOLR,295,
8,09/25,10,Economic,Local,WIND,12,23.0
9,09/25,10,Economic,System,SOLR,721,1183.0
10,09/25,10,Economic,System,WIND,16,31.0
11,09/25,11,Economic,Local,SOLR,692,974.0
12,09/25,11,Economic,Local,WIND,40,34.0
13,09/25,11,Economic,System,SOLR,10,
14,09/25,12,Economic,Local,SOLR,374,698.0
15,09/25,12,Economic,Local,WIND,47,44.0
16,09/25,13,Economic,Local,SOLR,65,347.0
17,09/25,13,Economic,Local,WIND,11,29.0
18,09/25,16,Economic,System,SOLR,1,2.0
19,09/25,16,ExDispatch,Local,WIND,0,
20,09/25,17,Economic,System,SOLR,2,2.0
21,09/25,18,Economic,Local,SOLR,0,
22,09/25,18,Economic,System,SOLR,2,10.0
23,09/25,19,Economic,System,SOLR,1,2.0
24,09/25,19,Economic,System,SOLR,1,2.0
25,09/25,19,Economic,System,SOLR,1,2.0
26,09/25,19,Economic,System,SOLR,1,2.0
27,09/25,19,Economic,System,SOLR,1,2.0
