,DATE,HOUR,CURT TYPE,REASON,FUEL TYPE,CURTAILED MWH,CURTAILED MW
0,12/30,1,Economic,Local,WIND,173,216.0
1,12/30,2,Economic,Local,WIND,99,161.0
2,12/30,3,Economic,Local,WIND,50,62.0
3,12/30,4,Economic,Local,WIND,83,117.0
4,12/30,5,Economic,Local,WIND,81,110.0
5,12/30,6,Economic,Local,WIND,40,70.0
6,12/30,7,Economic,Local,WIND,38,90.0
7,12/30,8,Economic,Local,WIND,106,152.0
8,12/30,9,Economic,Local,WIND,119,130.0
9,12/30,9,Economic,System,SOLR,0,
10,12/30,10,Economic,Local,WIND,101,110.0
11,12/30,10,Economic,System,SOLR,1,
12,12/30,11,Economic,Local,WIND,151,167.0
13,12/30,11,Economic,System,SOLR,0,
14,12/30,12,Economic,Local,WIND,137,148.0
15,12/30,13,Economic,Local,WIND,141,147.0
16,12/30,13,Economic,System,SOLR,0,
17,12/30,14,Economic,Local,WIND,150,156.0
18,12/30,15,Economic,Local,WIND,118,151.0
19,12/30,15,Economic,System,SOLR,1,
20,12/30,16,Economic,Local,WIND,71,138.0
21,12/30,16,Economic,System,SOLR,1,1.0
22,12/30,17,Economic,Local,WIND,2,12.0
23,12/30,19,Economic,Local,WIND,82,232.0
24,12/30,20,Economic,Local,WIND,108,203.0
