,DATE,HOUR,CURT TYPE,REASON,FUEL TYPE,CURTAILED MWH,CURTAILED MW
1,05/03,9,Economic,Local,SOLR,0.0,1.0
2,05/03,10,Economic,Local,SOLR,4.0,8.0
3,05/03,10,SelfSchCut,Local,SOLR,0.0,2.0
4,05/03,11,Economic,Local,SOLR,2.0,5.0
5,05/03,11,ExDispatch,Local,SOLR,4.0,8.0
6,05/03,11,ExDispatch,System,SOLR,1.0,
7,05/03,12,Economic,Local,SOLR,12.0,21.0
8,05/03,12,ExDispatch,Local,SOLR,4.0,9.0
9,05/03,12,ExDispatch,System,SOLR,6.0,
10,05/03,12,SelfSchCut,Local,SOLR,0.0,
11,05/03,13,Economic,Local,SOLR,2.0,3.0
12,05/03,13,ExDispatch,Local,SOLR,11.0,12.0
13,05/03,13,SelfSchCut,Local,SOLR,0.0,
14,05/03,14,Economic,Local,SOLR,3.0,8.0
15,05/03,14,ExDispatch,Local,SOLR,11.0,12.0
16,05/03,14,ExDispatch,System,SOLR,1.0,
17,05/03,14,SelfSchCut,Local,SOLR,0.0,
18,05/03,15,Economic,Local,SOLR,59.0,186.0
19,05/03,15,ExDispatch,Local,SOLR,9.0,10.0
20,05/03,15,SelfSchCut,Local,SOLR,0.0,
21,05/03,16,Economic,Local,SOLR,50.0,150.0
22,05/03,16,ExDispatch,Local,SOLR,5.0,4.0
23,05/03,17,Economic,Local,SOLR,76.0,293.0
24,05/03,17,ExDispatch,Local,SOLR,0.0,
25,05/03,18,Economic,Local,SOLR,8.0,22.0
26,05/03,19,Economic,Local,SOLR,1.0,7.0
27,05/03,19,SelfSchCut,Local,SOLR,0.0,
