,DATE,HOUR,CURT TYPE,REASON,FUEL TYPE,CURTAILED MWH,CURTAILED MW
0,11/24,6,Economic,Local,WIND,26.0,77.0
1,11/24,7,Economic,Local,WIND,14.0,51.0
2,11/24,8,Economic,Local,WIND,1.0,7.0
3,11/24,9,Economic,Local,SOLR,2.0,11.0
4,11/24,9,Economic,Local,WIND,12.0,1.0
5,11/24,9,Economic,System,SOLR,0.0,0.0
6,11/24,9,Economic,System,WIND,7.0,31.0
7,11/24,9,SelfSchCut,Local,SOLR,2.0,18.0
8,11/24,10,Economic,Local,SOLR,38.0,131.0
9,11/24,10,Economic,Local,WIND,8.0,19.0
10,11/24,10,Economic,System,SOLR,0.0,
11,11/24,10,Economic,System,WIND,11.0,
12,11/24,10,SelfSchCut,Local,SOLR,16.0,20.0
13,11/24,11,Economic,Local,SOLR,34.0,93.0
14,11/24,11,Economic,Local,WIND,27.0,17.0
15,11/24,11,SelfSchCut,Local,SOLR,14.0,16.0
16,11/24,12,Economic,Local,SOLR,14.0,14.0
17,11/24,12,Economic,Local,WIND,104.0,135.0
18,11/24,12,SelfSchCut,Local,SOLR,17.0,24.0
19,11/24,13,Economic,Local,SOLR,29.0,14.0
20,11/24,13,Economic,Local,WIND,166.0,245.0
21,11/24,13,Economic,System,SOLR,0.0,
22,11/24,13,SelfSchCut,Local,SOLR,18.0,22.0
23,11/24,14,Economic,Local,SOLR,39.0,14.0
24,11/24,14,Economic,Local,WIND,138.0,317.0
25,11/24,14,Economic,System,SOLR,0.0,
26,11/24,14,SelfSchCut,Local,SOLR,23.0,27.0
27,11/24,15,Economic,Local,SOLR,14.0,14.0
28,11/24,15,Economic,Local,WIND,202.0,219.0
29,11/24,15,Economic,System,SOLR,1,
30,11/24,15,SelfSchCut,Local,SOLR,27,33.0
31,11/24,16,Economic,Local,SOLR,9,14.0
32,11/24,16,Economic,Local,WIND,200,209.0
33,11/24,16,Economic,System,SOLR,0,
34,11/24,16,SelfSchCut,Local,SOLR,4,26.0
35,11/24,17,Economic,Local,WIND,200,215.0
36,11/24,18,Economic,Local,WIND,199,205.0
37,11/24,19,Economic,Local,WIND,163,211.0
38,11/24,20,Economic,Local,WIND,125,145.0
39,11/24,21,Economic,Local,WIND,130,198.0
40,11/24,22,Economic,Local,WIND,104,154.0
41,11/24,23,Economic,Local,WIND,24,90.0
