,DATE,HOUR,CURT TYPE,REASON,FUEL TYPE,CURTAILED MWH,CURTAILED MW
1,04/27,8,Economic,Local,SOLR,1.0,5.0
2,04/27,8,Economic,System,SOLR,1.0,
3,04/27,9,Economic,Local,SOLR,33.0,18.0
4,04/27,9,Economic,System,SOLR,136.0,443.0
5,04/27,9,Economic,System,WIND,1.0,8.0
6,04/27,10,Economic,Local,SOLR,34.0,30.0
7,04/27,10,Economic,System,SOLR,22.0,125.0
8,04/27,10,ExDispatch,Local,SOLR,2.0,
9,04/27,10,ExDispatch,System,SOLR,1.0,
10,04/27,11,Economic,Local,SOLR,37.0,52.0
11,04/27,11,Economic,System,SOLR,30.0,45.0
12,04/27,11,ExDispatch,System,SOLR,0.0,
13,04/27,12,Economic,Local,SOLR,60.0,95.0
14,04/27,12,Economic,System,SOLR,11.0,
15,04/27,12,ExDispatch,Local,SOLR,0.0,0.0
16,04/27,12,ExDispatch,System,SOLR,1.0,
17,04/27,12,SelfSchCut,Local,SOLR,0.0,
18,04/27,13,Economic,Local,SOLR,35.0,57.0
19,04/27,13,ExDispatch,Local,SOLR,8.0,10.0
20,04/27,13,ExDispatch,System,SOLR,3.0,
21,04/27,14,Economic,Local,SOLR,37.0,52.0
22,04/27,14,ExDispatch,Local,SOLR,1.0,
23,04/27,14,ExDispatch,System,SOLR,1.0,1.0
24,04/27,14,SelfSchCut,Local,WIND,1.0,1.0
25,04/27,15,Economic,Local,SOLR,20.0,29.0
26,04/27,15,ExDispatch,Local,SOLR,4.0,6.0
27,04/27,15,SelfSchCut,Local,SOLR,0.0,
28,04/27,16,Economic,Local,SOLR,32.0,43.0
29,04/27,16,ExDispatch,Local,SOLR,3.0,6.0
30,04/27,17,Economic,Local,SOLR,29.0,69.0
31,04/27,17,Economic,System,SOLR,5.0,
32,04/27,17,ExDispatch,Local,SOLR,0.0,0.0
33,04/27,18,Economic,Local,SOLR,5.0,26.0
