,DATE,HOUR,CURT TYPE,REASON,FUEL TYPE,CURTAILED MWH,CURTAILED MW
0,10/14,4,Economic,Local,WIND,2,23.0
1,10/14,8,Economic,Local,SOLR,1,6.0
2,10/14,10,Economic,System,SOLR,0,2.0
3,10/14,10,Economic,System,WIND,0,3.0
4,10/14,11,Economic,Local,SOLR,5,39.0
5,10/14,11,Economic,Local,WIND,4,
6,10/14,11,Economic,System,SOLR,0,
7,10/14,12,Economic,Local,WIND,10,21.0
8,10/14,12,Economic,System,SOLR,0,
9,10/14,13,Economic,Local,WIND,12,73.0
10,10/14,14,Economic,Local,WIND,130,179.0
11,10/14,15,Economic,Local,WIND,126,152.0
12,10/14,16,Economic,Local,WIND,70,99.0
13,10/14,16,Economic,System,SOLR,0,0.0
14,10/14,17,Economic,Local,WIND,80,100.0
15,10/14,17,Economic,System,SOLR,1,2.0
16,10/14,18,Economic,Local,WIND,7,66.0
17,10/14,18,Economic,System,SOLR,1,
18,10/14,23,Economic,System,WIND,0,4.0
