,DATE,HOUR,CURT TYPE,REASON,FUEL TYPE,CURTAILED MWH,CURTAILED MW
0,12/20,1,Economic,Local,WIND,69,93.0
1,12/20,2,Economic,Local,WIND,25,51.0
2,12/20,9,Economic,System,SOLR,1,0.0
3,12/20,9,Economic,System,WIND,3,24.0
4,12/20,10,Economic,Local,SOLR,1,1.0
5,12/20,10,Economic,Local,WIND,41,75.0
6,12/20,10,Economic,System,SOLR,1,1.0
7,12/20,11,Economic,System,SOLR,0,0.0
8,12/20,12,Economic,Local,SOLR,17,108.0
9,12/20,12,Economic,Local,WIND,3,6.0
10,12/20,12,Economic,System,SOLR,0,
11,12/20,13,Economic,Local,SOLR,173,387.0
12,12/20,13,Economic,Local,WIND,36,16.0
13,12/20,13,Economic,System,SOLR,1,1.0
14,12/20,13,Economic,System,WIND,12,
15,12/20,14,Economic,Local,SOLR,187,381.0
16,12/20,14,Economic,Local,WIND,3,2.0
17,12/20,14,Economic,System,SOLR,1,1.0
18,12/20,15,Economic,Local,SOLR,18,73.0
19,12/20,15,Economic,Local,WIND,5,3.0
20,12/20,15,Economic,System,SOLR,1,2.0
21,12/20,16,Economic,Local,WIND,33,46.0
22,12/20,17,Economic,Local,WIND,2,10.0
23,12/20,22,Economic,Local,WIND,32,71.0
24,12/20,23,Economic,Local,WIND,101,148.0
25,12/20,24,Economic,Local,WIND,102,140.0
