,DATE,HOUR,CURT TYPE,REASON,FUEL TYPE,CURTAILED MWH,CURTAILED MW
0,03/08,8,Economic,Local,SOLR,54,223.0
1,03/08,8,Economic,Local,WIND,0,1.0
2,03/08,9,Economic,Local,SOLR,51,
3,03/08,9,Economic,Local,WIND,0,
4,03/08,9,Economic,System,SOLR,170,613.0
5,03/08,9,Economic,System,WIND,0,1.0
6,03/08,10,Economic,Local,SOLR,225,
7,03/08,10,Economic,Local,WIND,1,
8,03/08,10,Economic,System,SOLR,187,1018.0
9,03/08,10,Economic,System,WIND,0,1.0
10,03/08,11,Economic,Local,SOLR,297,363.0
11,03/08,11,Economic,Local,WIND,3,5.0
12,03/08,11,Economic,System,SOLR,10,116.0
13,03/08,12,Economic,Local,SOLR,167,394.0
14,03/08,12,Economic,Local,WIND,0,0.0
15,03/08,12,Economic,System,SOLR,5,
16,03/08,12,Economic,System,WIND,2,
17,03/08,13,Economic,Local,SOLR,269,328.0
18,03/08,13,Economic,Local,WIND,0,
19,03/08,14,Economic,Local,SOLR,264,565.0
20,03/08,14,Economic,Local,WIND,4,5.0
21,03/08,14,Economic,System,SOLR,51,
22,03/08,14,Economic,System,WIND,1,
23,03/08,15,Economic,Local,SOLR,192,292.0
24,03/08,15,Economic,Local,WIND,1,4.0
25,03/08,15,Economic,System,SOLR,3,14.0
26,03/08,16,Economic,Local,SOLR,132,177.0
27,03/08,16,Economic,Local,WIND,1,3.0
28,03/08,16,Economic,System,SOLR,1,14.0
29,03/08,17,Economic,Local,SOLR,43,238.0
30,03/08,17,Economic,Local,WIND,1,2.0
31,03/08,17,Economic,System,SOLR,45,258.0
32,03/08,17,Economic,System,WIND,0,0.0
33,03/08,18,Economic,Local,WIND,0,1.0
