,DATE,HOUR,CURT TYPE,REASON,FUEL TYPE,CURTAILED MWH,CURTAILED MW
0,04/06,7,Economic,System,SOLR,0,0.0
1,04/06,7,Economic,System,WIND,2,26.0
2,04/06,7,SelfSchCut,System,WIND,1,12.0
3,04/06,11,Economic,Local,SOLR,1,12.0
4,04/06,14,Economic,Local,SOLR,52,240.0
5,04/06,16,Economic,System,SOLR,0,2.0
6,04/06,17,Economic,Local,SOLR,0,5.0
7,04/06,17,Economic,System,SOLR,0,
8,04/06,22,Economic,Local,WIND,130,202.0
9,04/06,22,Economic,System,WIND,2,
10,04/06,22,SelfSchCut,Local,WIND,69,289.0
11,04/06,23,Economic,Local,WIND,91,152.0
12,04/06,24,Economic,Local,WIND,42,131.0
13,04/06,24,SelfSchCut,Local,WIND,1,
