,DATE,HOUR,CURT TYPE,REASON,FUEL TYPE,CURTAILED MWH,CURTAILED MW
0,11/04,9,Economic,Local,SOLR,14,84.0
1,11/04,9,Economic,Local,WIND,0,1.0
2,11/04,9,Economic,System,WIND,0,
3,11/04,10,Economic,Local,SOLR,232,469.0
4,11/04,10,Economic,Local,WIND,0,1.0
5,11/04,10,Economic,System,SOLR,0,
6,11/04,11,Economic,Local,SOLR,137,368.0
7,11/04,11,Economic,Local,WIND,0,1.0
8,11/04,11,Economic,System,SOLR,1,
9,11/04,12,Economic,Local,SOLR,21,48.0
10,11/04,12,Economic,System,SOLR,1,
11,11/04,13,Economic,Local,SOLR,12,31.0
12,11/04,13,Economic,System,SOLR,0,
13,11/04,14,Economic,Local,SOLR,2,17.0
14,11/04,14,Economic,System,SOLR,0,
15,11/04,15,Economic,System,SOLR,2,15.0
16,11/04,16,Economic,System,SOLR,0,2.0
17,11/04,16,Economic,System,SOLR,0,2.0
18,11/04,18,Economic,System,SOLR,0,2.0
19,11/04,18,Economic,System,SOLR,0,2.0
