,DATE,HOUR,CURT TYPE,REASON,FUEL TYPE,CURTAILED MWH,CURTAILED MW
0,03/24,8,Economic,System,SOLR,0,3.0
1,03/24,9,Economic,Local,SOLR,14,21.0
2,03/24,9,Economic,System,SOLR,152,802.0
3,03/24,9,Economic,System,WIND,12,34.0
4,03/24,9,SelfSchCut,Local,SOLR,2,8.0
5,03/24,10,Economic,Local,SOLR,34,21.0
6,03/24,10,Economic,System,SOLR,19,225.0
7,03/24,10,Economic,System,WIND,2,25.0
8,03/24,10,SelfSchCut,Local,SOLR,5,10.0
9,03/24,11,Economic,Local,SOLR,20,22.0
10,03/24,11,SelfSchCut,Local,SOLR,0,1.0
11,03/24,12,Economic,Local,SOLR,17,18.0
12,03/24,13,Economic,Local,SOLR,14,13.0
13,03/24,13,Economic,System,SOLR,157,596.0
14,03/24,13,Economic,System,WIND,3,14.0
15,03/24,14,Economic,Local,SOLR,13,14.0
16,03/24,14,Economic,System,SOLR,470,984.0
17,03/24,14,Economic,System,WIND,7,5.0
18,03/24,15,Economic,Local,SOLR,13,13.0
19,03/24,15,Economic,System,SOLR,438,696.0
20,03/24,15,Economic,System,WIND,6,22.0
21,03/24,16,Economic,Local,SOLR,62,15.0
22,03/24,16,Economic,Local,WIND,1,
23,03/24,16,Economic,System,SOLR,405,665.0
24,03/24,16,Economic,System,WIND,9,1.0
25,03/24,17,Economic,Local,SOLR,0,
26,03/24,17,Economic,System,SOLR,236,547.0
27,03/24,17,Economic,System,WIND,16,24.0
28,03/24,18,Economic,System,SOLR,364,770.0
29,03/24,18,Economic,System,WIND,67,194.0
30,03/24,19,Economic,Local,SOLR,0,1.0
