,DATE,HOUR,CURT TYPE,REASON,FUEL TYPE,CURTAILED MWH,CURTAILED MW
0,02/22,1,Economic,System,WIND,17,121.0
1,02/22,2,Economic,System,WIND,13,101.0
2,02/22,8,Economic,System,SOLR,0,5.0
3,02/22,9,Economic,Local,SOLR,45,
4,02/22,9,Economic,Local,WIND,14,
5,02/22,9,Economic,System,SOLR,372,961.0
6,02/22,9,Economic,System,WIND,82,321.0
7,02/22,10,Economic,System,SOLR,903,983.0
8,02/22,10,Economic,System,WIND,315,339.0
9,02/22,11,Economic,System,SOLR,886,1072.0
10,02/22,11,Economic,System,WIND,93,93.0
11,02/22,12,Economic,Local,SOLR,277,
12,02/22,12,Economic,Local,WIND,67,
13,02/22,12,Economic,System,SOLR,84,949.0
14,02/22,12,Economic,System,WIND,7,82.0
15,02/22,13,Economic,Local,SOLR,19,
16,02/22,13,Economic,Local,WIND,12,
17,02/22,13,Economic,System,SOLR,53,503.0
18,02/22,13,Economic,System,WIND,28,92.0
19,02/22,14,Economic,Local,SOLR,3,5.0
20,02/22,14,Economic,System,SOLR,23,130.0
21,02/22,14,Economic,System,WIND,10,75.0
22,02/22,15,Economic,Local,SOLR,4,6.0
23,02/22,15,Economic,System,SOLR,48,125.0
24,02/22,15,Economic,System,WIND,54,158.0
25,02/22,16,Economic,Local,SOLR,11,14.0
26,02/22,16,Economic,System,SOLR,0,1.0
27,02/22,16,Economic,System,WIND,7,85.0
28,02/22,16,SelfSchCut,Local,SOLR,2,
29,02/22,17,Economic,Local,SOLR,4,9.0
30,02/22,17,Economic,System,SOLR,11,55.0
31,02/22,17,Economic,System,WIND,37,154.0
32,02/22,24,Economic,System,WIND,118,256.0
