,DATE,HOUR,CURT TYPE,REASON,FUEL TYPE,CURTAILED MWH,CURTAILED MW
0,03/02,8,Economic,Local,SOLR,4,
1,03/02,8,Economic,System,SOLR,148,748.0
2,03/02,8,Economic,System,WIND,11,32.0
3,03/02,9,Economic,System,SOLR,697,1069.0
4,03/02,9,Economic,System,WIND,28,33.0
5,03/02,10,Economic,System,SOLR,271,600.0
6,03/02,10,Economic,System,WIND,21,21.0
7,03/02,11,Economic,Local,SOLR,177,478.0
8,03/02,11,Economic,Local,WIND,14,20.0
9,03/02,11,Economic,System,SOLR,7,
10,03/02,11,Economic,System,WIND,4,
11,03/02,12,Economic,Local,SOLR,268,410.0
12,03/02,12,Economic,Local,WIND,16,23.0
13,03/02,12,Economic,System,SOLR,2,
14,03/02,13,Economic,System,SOLR,14,16.0
15,03/02,14,Economic,System,SOLR,1,8.0
16,03/02,15,Economic,System,SOLR,6,29.0
17,03/02,16,Economic,System,SOLR,5,19.0
18,03/02,17,Economic,System,SOLR,5,13.0
19,03/02,17,Economic,System,WIND,1,6.0
