,DATE,HOUR,CURT TYPE,REASON,FUEL TYPE,CURTAILED MWH,CURTAILED MW
0,12/02,7,Economic,Local,WIND,3,20.0
1,12/02,8,Economic,Local,SOLR,15,88.0
2,12/02,8,Economic,Local,WIND,2,5.0
3,12/02,9,Economic,Local,SOLR,163,258.0
4,12/02,9,Economic,Local,WIND,1,
5,12/02,9,Economic,System,SOLR,0,1.0
6,12/02,10,Economic,Local,SOLR,177,201.0
7,12/02,10,Economic,Local,WIND,1,5.0
8,12/02,10,Economic,System,SOLR,0,3.0
9,12/02,10,Economic,System,WIND,1,15.0
10,12/02,11,Economic,Local,SOLR,241,329.0
11,12/02,12,Economic,Local,SOLR,183,278.0
12,12/02,12,Economic,Local,WIND,9,32.0
13,12/02,12,Economic,System,SOLR,1,4.0
14,12/02,12,Economic,System,WIND,33,89.0
15,12/02,13,Economic,Local,SOLR,290,325.0
16,12/02,13,Economic,Local,WIND,69,26.0
17,12/02,13,Economic,System,SOLR,6,28.0
18,12/02,13,Economic,System,WIND,34,89.0
19,12/02,14,Economic,Local,SOLR,194,273.0
20,12/02,14,Economic,Local,WIND,15,24.0
21,12/02,14,Economic,System,SOLR,1,
22,12/02,14,Economic,System,WIND,2,
23,12/02,15,Economic,Local,SOLR,122,
24,12/02,15,Economic,Local,WIND,6,
25,12/02,15,Economic,System,SOLR,215,938.0
26,12/02,15,Economic,System,WIND,66,251.0
27,12/02,16,Economic,Local,SOLR,50,132.0
28,12/02,17,Economic,Local,WIND,1,11.0
29,12/02,18,Economic,Local,WIND,0,2.0
