,DATE,HOUR,CURT TYPE,REASON,FUEL TYPE,CURTAILED MWH,CURTAILED MW
0,12/05,1,Economic,Local,WIND,97,127.0
1,12/05,2,Economic,Local,WIND,103,144.0
2,12/05,3,Economic,Local,WIND,104,122.0
3,12/05,4,Economic,Local,WIND,11,120.0
4,12/05,9,Economic,Local,SOLR,71,173.0
5,12/05,9,Economic,System,SOLR,2,
6,12/05,10,Economic,Local,SOLR,144,159.0
7,12/05,10,Economic,Local,WIND,150,276.0
8,12/05,11,Economic,Local,SOLR,156,213.0
9,12/05,11,Economic,Local,WIND,167,176.0
10,12/05,11,Economic,System,SOLR,0,
11,12/05,12,Economic,Local,SOLR,121,190.0
12,12/05,12,Economic,Local,WIND,130,160.0
13,12/05,12,Economic,System,SOLR,0,0.0
14,12/05,13,Economic,Local,SOLR,78,105.0
15,12/05,13,Economic,Local,WIND,64,123.0
16,12/05,14,Economic,Local,SOLR,71,85.0
17,12/05,14,Economic,System,SOLR,0,
18,12/05,15,Economic,Local,SOLR,23,52.0
19,12/05,15,Economic,System,SOLR,3,
20,12/05,16,Economic,Local,WIND,0,2.0
21,12/05,16,Economic,System,SOLR,0,
