,DATE,HOUR,CURT TYPE,REASON,FUEL TYPE,CURTAILED MWH,CURTAILED MW
0,03/22,9,Economic,Local,SOLR,1.0,
1,03/22,9,Economic,System,SOLR,30.0,270.0
2,03/22,9,Economic,System,WIND,13.0,79.0
3,03/22,10,Economic,Local,SOLR,18.0,
4,03/22,10,Economic,System,SOLR,17.0,69.0
5,03/22,10,Economic,System,WIND,8.0,76.0
6,03/22,10,SelfSchCut,Local,SOLR,10.0,
7,03/22,11,Economic,Local,SOLR,38.0,21.0
8,03/22,11,Economic,Local,WIND,11.0,
9,03/22,11,Economic,System,SOLR,95.0,429.0
10,03/22,11,Economic,System,WIND,33.0,66.0
11,03/22,11,SelfSchCut,Local,SOLR,6.0,10.0
12,03/22,12,Economic,Local,SOLR,17.0,24.0
13,03/22,12,Economic,System,SOLR,113.0,367.0
14,03/22,12,Economic,System,WIND,25.0,72.0
15,03/22,12,SelfSchCut,Local,SOLR,62.0,
16,03/22,13,Economic,Local,SOLR,19.0,16.0
17,03/22,13,Economic,System,SOLR,55.0,203.0
18,03/22,13,Economic,System,WIND,36.0,87.0
19,03/22,13,SelfSchCut,Local,SOLR,2.0,
20,03/22,14,Economic,Local,SOLR,6.0,13.0
21,03/22,14,Economic,System,SOLR,10.0,75.0
22,03/22,15,Economic,Local,SOLR,1.0,
23,03/22,15,Economic,System,SOLR,5.0,21.0
24,03/22,15,Economic,System,WIND,4.0,48.0
25,03/22,16,Economic,System,SOLR,3.0,18.0
26,03/22,17,Economic,Local,SOLR,1.0,
27,03/22,17,Economic,System,SOLR,36.0,280.0
28,03/22,17,Economic,System,WIND,17.0,110.0
29,03/22,18,Economic,Local,SOLR,1,
30,03/22,18,Economic,System,SOLR,0,2.0
31,03/22,18,Economic,System,WIND,5,47.0
32,03/22,19,Economic,Local,SOLR,0,
33,03/22,19,Economic,System,SOLR,30,140.0
34,03/22,19,Economic,System,WIND,20,72.0
35,03/22,23,Economic,System,WIND,12,75.0
36,03/22,24,Economic,System,WIND,12,79.0
