,DATE,HOUR,CURT TYPE,REASON,FUEL TYPE,CURTAILED MWH,CURTAILED MW
0,09/28,11,Economic,System,SOLR,1,2.0
1,09/28,11,Economic,System,SOLR,1,2.0
2,09/28,11,Economic,System,SOLR,1,2.0
3,09/28,12,Economic,System,SOLR,2,2.0
4,09/28,13,Economic,System,SOLR,1,2.0
5,09/28,15,Economic,Local,WIND,2,23.0
6,09/28,16,Economic,Local,SOLR,0,
7,09/28,16,Economic,System,SOLR,0,2.0
8,09/28,17,Economic,System,SOLR,1,2.0
9,09/28,17,Economic,System,SOLR,1,2.0
10,09/28,17,Economic,System,SOLR,1,2.0
11,09/28,18,Economic,System,SOLR,1,2.0
12,09/28,19,Economic,System,SOLR,0,2.0
