,DATE,HOUR,CURT TYPE,REASON,FUEL TYPE,CURTAILED MWH,CURTAILED MW
0,12/17,3,Economic,System,WIND,3,23.0
1,12/17,9,Economic,Local,SOLR,44,154.0
2,12/17,10,Economic,Local,SOLR,114,
3,12/17,10,Economic,Local,WIND,2,
4,12/17,10,Economic,System,SOLR,83,528.0
5,12/17,10,Economic,System,WIND,18,59.0
6,12/17,11,Economic,Local,SOLR,34,
7,12/17,11,Economic,Local,WIND,1,
8,12/17,11,Economic,System,SOLR,329,514.0
9,12/17,11,Economic,System,WIND,32,60.0
10,12/17,12,Economic,Local,SOLR,129,
11,12/17,12,Economic,Local,WIND,2,
12,12/17,12,Economic,System,SOLR,36,381.0
13,12/17,12,Economic,System,WIND,10,31.0
14,12/17,13,Economic,Local,SOLR,122,363.0
15,12/17,13,Economic,Local,WIND,6,2.0
16,12/17,13,Economic,System,SOLR,0,2.0
17,12/17,14,Economic,Local,SOLR,264,
18,12/17,14,Economic,Local,WIND,4,
19,12/17,14,Economic,System,SOLR,198,697.0
20,12/17,14,Economic,System,WIND,2,5.0
21,12/17,15,Economic,Local,SOLR,36,
22,12/17,15,Economic,Local,WIND,0,
23,12/17,15,Economic,System,SOLR,541,877.0
24,12/17,15,Economic,System,WIND,7,10.0
25,12/17,16,Economic,Local,WIND,3,
26,12/17,16,Economic,System,SOLR,205,702.0
27,12/17,16,Economic,System,WIND,25,108.0
28,12/17,17,Economic,Local,WIND,0,2.0
