,DATE,HOUR,CURT TYPE,REASON,FUEL TYPE,CURTAILED MWH,CURTAILED MW
0,09/18,1,Economic,Local,WIND,176,212.0
1,09/18,2,Economic,Local,WIND,158,210.0
2,09/18,3,Economic,Local,WIND,101,140.0
3,09/18,4,Economic,Local,WIND,108,162.0
4,09/18,5,Economic,Local,WIND,49,82.0
5,09/18,6,Economic,Local,WIND,174,288.0
6,09/18,7,Economic,Local,WIND,79,212.0
7,09/18,8,Economic,System,SOLR,16,103.0
8,09/18,9,Economic,System,SOLR,776,1139.0
9,09/18,9,Economic,System,WIND,2,3.0
10,09/18,10,Economic,Local,SOLR,659,
11,09/18,10,Economic,Local,WIND,1,
12,09/18,10,Economic,System,SOLR,154,923.0
13,09/18,10,Economic,System,WIND,0,0.0
14,09/18,11,Economic,Local,SOLR,702,969.0
15,09/18,11,Economic,Local,WIND,9,
16,09/18,12,Economic,Local,SOLR,281,493.0
17,09/18,12,Economic,Local,WIND,20,11.0
18,09/18,17,Economic,Local,WIND,0,0.0
19,09/18,21,Economic,Local,WIND,73,128.0
20,09/18,22,Economic,Local,WIND,61,183.0
21,09/18,23,Economic,Local,WIND,82,137.0
22,09/18,24,Economic,Local,WIND,4,18.0
