,DATE,HOUR,CURT TYPE,REASON,FUEL TYPE,CURTAILED MWH,CURTAILED MW
0,02/12,9,Economic,System,SOLR,257,577
1,02/12,9,Economic,System,WIND,41,129
2,02/12,10,Economic,System,SOLR,596,947
3,02/12,10,Economic,System,WIND,40,64
4,02/12,11,Economic,System,SOLR,635,913
5,02/12,11,Economic,System,WIND,28,29
6,02/12,12,Economic,System,SOLR,383,645
7,02/12,12,Economic,System,WIND,30,31
8,02/12,13,Economic,System,SOLR,36,194
9,02/12,13,Economic,System,WIND,14,23
10,02/12,14,Economic,System,SOLR,333,834
11,02/12,14,Economic,System,WIND,23,20
12,02/12,15,Economic,System,SOLR,577,982
13,02/12,15,Economic,System,WIND,25,33
14,02/12,16,Economic,System,SOLR,282,508
15,02/12,16,Economic,System,WIND,18,22
16,02/12,17,Economic,System,SOLR,6,76
17,02/12,17,Economic,System,WIND,2,18
