,DATE,HOUR,CURT TYPE,REASON,FUEL TYPE,CURTAILED MWH,CURTAILED MW
0,09/24,9,Economic,Local,SOLR,228,970.0
1,09/24,9,Economic,Local,WIND,0,
2,09/24,10,Economic,Local,SOLR,467,528.0
3,09/24,10,Economic,Local,WIND,56,57.0
4,09/24,11,Economic,Local,SOLR,427,557.0
5,09/24,11,Economic,Local,WIND,2,
6,09/24,11,Economic,System,SOLR,18,44.0
7,09/24,12,Economic,Local,SOLR,301,434.0
8,09/24,12,Economic,Local,WIND,1,
9,09/24,13,Economic,Local,SOLR,117,301.0
10,09/24,13,Economic,Local,WIND,1,3.0
11,09/24,13,Economic,System,SOLR,4,48.0
12,09/24,16,Economic,System,SOLR,0,2.0
13,09/24,17,Economic,Local,WIND,16,79.0
14,09/24,17,Economic,System,SOLR,1,2.0
15,09/24,18,Economic,Local,WIND,2,28.0
16,09/24,18,Economic,System,SOLR,0,1.0
17,09/24,19,Economic,System,SOLR,1,2.0
18,09/24,19,Economic,System,SOLR,1,2.0
19,09/24,19,Economic,System,SOLR,1,2.0
