,DATE,HOUR,CURT TYPE,REASON,FUEL TYPE,CURTAILED MWH,CURTAILED MW
0,03/28,9,Economic,Local,SOLR,18,21.0
1,03/28,9,Economic,Local,WIND,1,
2,03/28,9,Economic,System,SOLR,482,1125.0
3,03/28,9,Economic,System,WIND,7,7.0
4,03/28,10,Economic,Local,SOLR,30,21.0
5,03/28,10,Economic,Local,WIND,0,
6,03/28,10,Economic,System,SOLR,548,808.0
7,03/28,10,Economic,System,WIND,6,8.0
8,03/28,10,SelfSchCut,Local,SOLR,3,
9,03/28,11,Economic,Local,SOLR,19,17.0
10,03/28,11,Economic,System,SOLR,556,930.0
11,03/28,11,Economic,System,WIND,13,14.0
12,03/28,12,Economic,Local,SOLR,17,14.0
13,03/28,12,Economic,System,SOLR,302,476.0
14,03/28,12,Economic,System,WIND,34,75.0
15,03/28,13,Economic,Local,SOLR,14,14.0
16,03/28,13,Economic,System,SOLR,696,999.0
17,03/28,13,Economic,System,WIND,45,38.0
18,03/28,14,Economic,Local,SOLR,14,13.0
19,03/28,14,Economic,System,SOLR,578,759.0
20,03/28,14,Economic,System,WIND,42,35.0
21,03/28,15,Economic,Local,SOLR,13,13.0
22,03/28,15,Economic,System,SOLR,361,538.0
23,03/28,15,Economic,System,WIND,22,22.0
24,03/28,16,Economic,Local,SOLR,14,13.0
25,03/28,16,Economic,System,SOLR,188,579.0
26,03/28,16,Economic,System,WIND,6,9.0
27,03/28,17,Economic,Local,SOLR,10,11.0
28,03/28,17,Economic,System,SOLR,476,958.0
29,03/28,17,Economic,System,WIND,50,52.0
30,03/28,18,Economic,Local,SOLR,2,8.0
31,03/28,18,Economic,System,SOLR,604,1254.0
32,03/28,18,Economic,System,WIND,33,57.0
33,03/28,19,Economic,System,SOLR,0,3.0
