,DATE,HOUR,CURT TYPE,REASON,FUEL TYPE,CURTAILED MWH,CURTAILED MW
0,04/05,8,Economic,Local,SOLR,61,234.0
1,04/05,9,Economic,Local,SOLR,69,193.0
2,04/05,10,Economic,Local,SOLR,38,104.0
3,04/05,10,Economic,System,SOLR,0,
4,04/05,11,Economic,Local,SOLR,29,131.0
5,04/05,12,Economic,Local,SOLR,19,34.0
6,04/05,12,SelfSchCut,Local,SOLR,1,5.0
7,04/05,13,Economic,Local,SOLR,23,37.0
8,04/05,13,SelfSchCut,Local,SOLR,1,11.0
9,04/05,14,Economic,Local,SOLR,15,19.0
10,04/05,14,SelfSchCut,Local,SOLR,5,10.0
11,04/05,15,Economic,Local,SOLR,17,17.0
12,04/05,15,SelfSchCut,Local,SOLR,2,9.0
13,04/05,16,Economic,Local,SOLR,12,14.0
14,04/05,16,SelfSchCut,Local,SOLR,1,3.0
15,04/05,17,Economic,Local,SOLR,3,6.0
16,04/05,17,Economic,System,SOLR,0,
17,04/05,18,Economic,Local,SOLR,1,3.0
