,DATE,HOUR,CURT TYPE,REASON,FUEL TYPE,CURTAILED MWH,CURTAILED MW
0,12/04,1,Economic,Local,WIND,19,87.0
1,12/04,2,Economic,Local,WIND,44,66.0
2,12/04,3,Economic,Local,WIND,47,98.0
3,12/04,4,Economic,Local,WIND,35,59.0
4,12/04,5,Economic,Local,WIND,7,51.0
5,12/04,6,Economic,Local,WIND,83,190.0
6,12/04,7,Economic,Local,WIND,151,168.0
7,12/04,8,Economic,Local,SOLR,29,76.0
8,12/04,8,Economic,Local,WIND,126,195.0
9,12/04,9,Economic,Local,SOLR,99,
10,12/04,9,Economic,Local,WIND,175,168.0
11,12/04,9,Economic,System,SOLR,156,530.0
12,12/04,9,Economic,System,WIND,0,0.0
13,12/04,10,Economic,Local,SOLR,223,262.0
14,12/04,10,Economic,Local,WIND,129,162.0
15,12/04,10,Economic,System,SOLR,1,3.0
16,12/04,11,Economic,Local,SOLR,268,287.0
17,12/04,11,Economic,Local,WIND,104,145.0
18,12/04,12,Economic,Local,SOLR,209,236.0
19,12/04,12,Economic,Local,WIND,98,103.0
20,12/04,13,Economic,Local,SOLR,180,195.0
21,12/04,13,Economic,Local,WIND,138,152.0
22,12/04,14,Economic,Local,SOLR,216,258.0
23,12/04,14,Economic,Local,WIND,131,180.0
24,12/04,15,Economic,Local,SOLR,125,165.0
25,12/04,15,Economic,Local,WIND,97,124.0
26,12/04,15,Economic,System,SOLR,0,3.0
27,12/04,15,Economic,System,WIND,5,52.0
28,12/04,16,Economic,Local,WIND,64,51.0
29,12/04,16,Economic,System,SOLR,4,44.0
30,12/04,16,Economic,System,WIND,10,52.0
31,12/04,17,Economic,Local,WIND,36,47.0
32,12/04,18,Economic,Local,WIND,51,62.0
33,12/04,19,Economic,Local,WIND,50,56.0
34,12/04,20,Economic,Local,WIND,56,112.0
35,12/04,21,Economic,Local,WIND,102,176.0
36,12/04,22,Economic,Local,WIND,100,114.0
37,12/04,23,Economic,Local,WIND,118,136.0
38,12/04,24,Economic,Local,WIND,90,117.0
