,DATE,HOUR,CURT TYPE,REASON,FUEL TYPE,CURTAILED MWH,CURTAILED MW
0,10/28,1,Economic,Local,WIND,6,19.0
1,10/28,2,Economic,Local,WIND,34,95.0
2,10/28,3,Economic,Local,WIND,4,26.0
3,10/28,4,Economic,Local,WIND,5,34.0
4,10/28,6,Economic,System,WIND,48,143.0
5,10/28,11,Economic,Local,SOLR,28,73.0
6,10/28,12,Economic,Local,SOLR,27,115.0
7,10/28,12,Economic,Local,WIND,23,32.0
8,10/28,13,Economic,Local,SOLR,61,103.0
9,10/28,14,Economic,Local,SOLR,12,42.0
10,10/28,14,Economic,System,WIND,1,15.0
11,10/28,15,Economic,Local,SOLR,7,
12,10/28,15,Economic,Local,WIND,9,
13,10/28,15,Economic,System,WIND,7,83.0
14,10/28,16,Economic,Local,SOLR,72,187.0
15,10/28,16,Economic,Local,WIND,8,
16,10/28,17,Economic,Local,SOLR,12,41.0
