,DATE,HOUR,CURT TYPE,REASON,FUEL TYPE,CURTAILED MWH,CURTAILED MW
1,05/10,7,Economic,System,SOLR,0.0,1.0
2,05/10,8,Economic,Local,SOLR,2.0,19.0
3,05/10,8,Economic,System,SOLR,1.0,
4,05/10,8,ExDispatch,Local,SOLR,0.0,1.0
5,05/10,8,ExDispatch,System,SOLR,0.0,
6,05/10,9,Economic,Local,SOLR,7.0,6.0
7,05/10,9,Economic,System,SOLR,12.0,27.0
8,05/10,9,ExDispatch,Local,SOLR,1.0,
9,05/10,9,ExDispatch,System,SOLR,0.0,0.0
10,05/10,9,SelfSchCut,Local,SOLR,1.0,
11,05/10,10,Economic,Local,SOLR,17.0,5.0
12,05/10,10,Economic,System,SOLR,12.0,38.0
13,05/10,10,ExDispatch,Local,SOLR,1.0,
14,05/10,10,ExDispatch,System,SOLR,2.0,3.0
15,05/10,11,Economic,Local,SOLR,15.0,4.0
16,05/10,11,Economic,System,SOLR,10.0,37.0
17,05/10,11,ExDispatch,Local,SOLR,5.0,
18,05/10,11,ExDispatch,System,SOLR,2.0,4.0
19,05/10,11,SelfSchCut,Local,SOLR,3.0,8.0
20,05/10,12,Economic,Local,SOLR,7.0,5.0
21,05/10,12,Economic,System,SOLR,2.0,19.0
22,05/10,12,ExDispatch,Local,SOLR,8.0,
23,05/10,12,ExDispatch,System,SOLR,4.0,14.0
24,05/10,12,SelfSchCut,Local,SOLR,2.0,
25,05/10,13,Economic,Local,SOLR,4.0,5.0
26,05/10,13,Economic,System,SOLR,4.0,47.0
27,05/10,13,ExDispatch,Local,SOLR,4.0,14.0
28,05/10,13,ExDispatch,System,SOLR,7.0,
29,05/10,13,SelfSchCut,Local,SOLR,6.0,11.0
30,05/10,14,Economic,Local,SOLR,7.0,8.0
31,05/10,14,ExDispatch,Local,SOLR,6.0,11.0
32,05/10,14,ExDispatch,System,SOLR,4,
33,05/10,14,SelfSchCut,Local,SOLR,3,3.0
34,05/10,15,Economic,Local,SOLR,23,37.0
35,05/10,15,Economic,Local,WIND,7,33.0
36,05/10,15,Economic,System,SOLR,6,
37,05/10,15,ExDispatch,Local,SOLR,5,7.0
38,05/10,15,ExDispatch,System,SOLR,2,
39,05/10,15,SelfSchCut,Local,SOLR,2,
40,05/10,16,Economic,Local,SOLR,6,1.0
41,05/10,16,Economic,System,SOLR,12,25.0
42,05/10,16,ExDispatch,Local,SOLR,1,
43,05/10,16,ExDispatch,System,SOLR,2,4.0
44,05/10,16,SelfSchCut,Local,SOLR,1,2.0
45,05/10,17,Economic,Local,SOLR,15,32.0
46,05/10,17,Economic,System,SOLR,2,
47,05/10,17,ExDispatch,Local,SOLR,2,3.0
48,05/10,17,ExDispatch,System,SOLR,1,
49,05/10,18,Economic,Local,SOLR,17,110.0
50,05/10,18,Economic,System,SOLR,0,
51,05/10,18,ExDispatch,Local,SOLR,2,3.0
52,05/10,18,ExDispatch,System,SOLR,1,
53,05/10,19,Economic,System,SOLR,0,1.0
54,05/10,21,Economic,System,WIND,6,77.0
