,DATE,HOUR,CURT TYPE,REASON,FUEL TYPE,CURTAILED MWH,CURTAILED MW
0,12/13,7,Economic,Local,WIND,0,5.0
1,12/13,10,Economic,Local,SOLR,205,474.0
2,12/13,10,Economic,Local,WIND,9,11.0
3,12/13,10,Economic,System,SOLR,3,
4,12/13,11,Economic,Local,SOLR,286,393.0
5,12/13,11,Economic,Local,WIND,14,11.0
6,12/13,12,Economic,Local,SOLR,162,517.0
7,12/13,12,Economic,Local,WIND,35,77.0
8,12/13,12,Economic,System,SOLR,5,
9,12/13,13,Economic,Local,SOLR,6,
10,12/13,13,Economic,Local,WIND,79,107.0
11,12/13,13,Economic,System,SOLR,110,305.0
12,12/13,13,Economic,System,WIND,45,43.0
13,12/13,14,Economic,Local,SOLR,0,
14,12/13,14,Economic,Local,WIND,82,103.0
15,12/13,14,Economic,System,SOLR,0,
16,12/13,14,Economic,System,WIND,0,
17,12/13,15,Economic,Local,SOLR,63,261.0
18,12/13,15,Economic,Local,WIND,106,167.0
19,12/13,15,Economic,System,SOLR,11,66.0
20,12/13,15,Economic,System,WIND,13,
21,12/13,16,Economic,Local,WIND,40,80.0
22,12/13,16,Economic,System,SOLR,0,1.0
23,12/13,17,Economic,Local,WIND,26,46.0
