,DATE,HOUR,CURT TYPE,REASON,FUEL TYPE,CURTAILED MWH,CURTAILED MW
0,01/09,1,Economic,Local,WIND,19,14.0
1,01/09,1,Economic,System,WIND,188,378.0
2,01/09,2,Economic,Local,WIND,4,
3,01/09,2,Economic,System,WIND,64,303.0
4,01/09,5,Economic,System,WIND,12,76.0
5,01/09,12,Economic,System,SOLR,0,2.0
6,01/09,13,Economic,Local,WIND,7,
7,01/09,13,Economic,System,SOLR,13,63.0
8,01/09,13,Economic,System,WIND,16,126.0
9,01/09,14,Economic,System,SOLR,11,67.0
10,01/09,14,Economic,System,WIND,20,137.0
11,01/09,15,Economic,Local,WIND,2,26.0
12,01/09,15,Economic,System,SOLR,0,
13,01/09,16,Economic,System,SOLR,1,2.0
14,01/09,23,Economic,System,WIND,45,271.0
15,01/09,24,Economic,Local,WIND,29,150.0
16,01/09,24,Economic,System,WIND,7,
