,DATE,HOUR,CURT TYPE,REASON,FUEL TYPE,CURTAILED MWH,CURTAILED MW
0,02/16,8,Economic,System,SOLR,4,45.0
1,02/16,8,Economic,System,WIND,0,1.0
2,02/16,9,Economic,System,SOLR,252,661.0
3,02/16,9,Economic,System,WIND,25,81.0
4,02/16,10,Economic,Local,SOLR,32,
5,02/16,10,Economic,Local,WIND,1,
6,02/16,10,Economic,System,SOLR,296,577.0
7,02/16,10,Economic,System,WIND,9,52.0
8,02/16,11,Economic,Local,SOLR,63,
9,02/16,11,Economic,Local,WIND,2,
10,02/16,11,Economic,System,SOLR,334,749.0
11,02/16,11,Economic,System,WIND,6,41.0
12,02/16,12,Economic,System,SOLR,649,771.0
13,02/16,12,Economic,System,WIND,42,93.0
14,02/16,13,Economic,Local,SOLR,48,
15,02/16,13,Economic,Local,WIND,12,
16,02/16,13,Economic,System,SOLR,394,747.0
17,02/16,13,Economic,System,WIND,13,18.0
18,02/16,14,Economic,Local,SOLR,75,71.0
19,02/16,14,Economic,Local,WIND,19,34.0
20,02/16,14,Economic,System,SOLR,10,116.0
21,02/16,14,Economic,System,WIND,0,4.0
22,02/16,17,Economic,System,SOLR,1,2.0
23,02/16,18,Economic,System,SOLR,0,2.0
