,DATE,HOUR,CURT TYPE,REASON,FUEL TYPE,CURTAILED MWH,CURTAILED MW
0,01/01,5,Economic,System,WIND,27.0,128.0
1,01/01,7,Economic,System,WIND,33.0,127.0
2,01/01,8,Economic,System,WIND,2.0,29.0
3,01/01,9,Economic,System,SOLR,88.0,474.0
4,01/01,9,Economic,System,WIND,46.0,119.0
5,01/01,10,Economic,Local,SOLR,222.0,695.0
6,01/01,10,Economic,Local,WIND,120.0,496.0
7,01/01,10,Economic,System,SOLR,294.0,
8,01/01,10,Economic,System,WIND,82.0,
9,01/01,11,Economic,Local,SOLR,797.0,789.0
10,01/01,11,Economic,Local,WIND,376.0,514.0
11,01/01,11,Economic,System,SOLR,0.0,
12,01/01,11,Economic,System,WIND,5.0,43.0
13,01/01,11,SelfSchCut,Local,SOLR,3.0,
14,01/01,12,Economic,Local,SOLR,146.0,629.0
15,01/01,12,Economic,Local,WIND,189.0,296.0
16,01/01,12,Economic,System,SOLR,13.0,2.0
17,01/01,12,Economic,System,WIND,11.0,
18,01/01,12,SelfSchCut,Local,SOLR,0.0,
19,01/01,13,Economic,Local,SOLR,252.0,650.0
20,01/01,13,Economic,Local,WIND,219.0,286.0
21,01/01,13,SelfSchCut,Local,SOLR,0.0,
22,01/01,14,Economic,Local,SOLR,35.0,92.0
23,01/01,14,Economic,Local,WIND,205.0,249.0
24,01/01,14,SelfSchCut,Local,SOLR,245.0,286.0
25,01/01,15,Economic,Local,SOLR,118.0,347.0
26,01/01,15,Economic,Local,WIND,127.0,201.0
27,01/01,15,Economic,System,WIND,1.0,
28,01/01,15,SelfSchCut,Local,SOLR,1.0,
29,01/01,16,Economic,Local,SOLR,2,3.0
30,01/01,16,Economic,Local,WIND,2,
31,01/01,16,Economic,System,SOLR,0,2.0
32,01/01,16,Economic,System,WIND,2,21.0
33,01/01,16,SelfSchCut,Local,SOLR,0,
