,DATE,HOUR,CURT TYPE,REASON,FUEL TYPE,CURTAILED MWH,CURTAILED MW
0,11/14,1,Economic,Local,WIND,8,12.0
1,11/14,2,Economic,Local,WIND,5,7.0
2,11/14,5,Economic,Local,WIND,50,80.0
3,11/14,6,Economic,Local,WIND,71,122.0
4,11/14,7,Economic,Local,WIND,84,118.0
5,11/14,8,Economic,Local,WIND,35,41.0
6,11/14,8,Economic,System,WIND,11,34.0
7,11/14,9,Economic,System,SOLR,83,426.0
8,11/14,9,Economic,System,WIND,41,46.0
9,11/14,10,Economic,Local,WIND,65,114.0
10,11/14,10,Economic,System,SOLR,0,
11,11/14,10,Economic,System,WIND,8,0.0
12,11/14,11,Economic,Local,WIND,101,135.0
13,11/14,11,Economic,System,SOLR,1,0.0
14,11/14,12,Economic,Local,WIND,65,97.0
15,11/14,12,Economic,System,SOLR,0,
16,11/14,13,Economic,Local,WIND,36,67.0
17,11/14,13,Economic,System,SOLR,0,
18,11/14,14,Economic,Local,SOLR,35,169.0
19,11/14,14,Economic,Local,WIND,62,61.0
20,11/14,14,Economic,System,SOLR,0,1.0
21,11/14,15,Economic,Local,SOLR,13,32.0
22,11/14,15,Economic,Local,WIND,57,64.0
23,11/14,15,Economic,System,SOLR,1,0.0
24,11/14,16,Economic,Local,WIND,77,145.0
25,11/14,16,Economic,System,SOLR,0,
26,11/14,17,Economic,Local,WIND,1,9.0
