,DATE,HOUR,CURT TYPE,REASON,FUEL TYPE,CURTAILED MWH,CURTAILED MW
0,01/28,1,Economic,Local,WIND,105.0,125.0
1,01/28,2,Economic,Local,WIND,126.0,139.0
2,01/28,3,Economic,Local,WIND,160.0,184.0
3,01/28,4,Economic,Local,WIND,171.0,193.0
4,01/28,5,Economic,Local,WIND,170.0,182.0
5,01/28,6,Economic,Local,WIND,170.0,200.0
6,01/28,7,Economic,Local,WIND,147.0,174.0
7,01/28,8,Economic,Local,WIND,157.0,191.0
8,01/28,9,Economic,Local,SOLR,5.0,14.0
9,01/28,9,Economic,Local,WIND,186.0,194.0
10,01/28,9,Economic,System,SOLR,104.0,500.0
11,01/28,9,Economic,System,WIND,8.0,20.0
12,01/28,10,Economic,Local,SOLR,13.0,13.0
13,01/28,10,Economic,Local,WIND,201.0,206.0
14,01/28,10,Economic,System,SOLR,18.0,116.0
15,01/28,10,Economic,System,WIND,6.0,19.0
16,01/28,11,Economic,Local,SOLR,10.0,2.0
17,01/28,11,Economic,Local,WIND,205.0,226.0
18,01/28,11,Economic,System,SOLR,84.0,492.0
19,01/28,11,Economic,System,WIND,9.0,23.0
20,01/28,12,Economic,Local,SOLR,3.0,4.0
21,01/28,12,Economic,Local,WIND,242.0,267.0
22,01/28,12,Economic,System,SOLR,431.0,671.0
23,01/28,12,Economic,System,WIND,21.0,21.0
24,01/28,13,Economic,Local,WIND,205.0,200.0
25,01/28,13,Economic,System,SOLR,726.0,1039.0
26,01/28,13,Economic,System,WIND,20.0,20.0
27,01/28,14,Economic,Local,SOLR,0.0,0.0
28,01/28,14,Economic,Local,WIND,208.0,205.0
29,01/28,14,Economic,System,SOLR,646,924.0
30,01/28,14,Economic,System,WIND,18,18.0
31,01/28,15,Economic,Local,WIND,187,199.0
32,01/28,15,Economic,System,SOLR,613,781.0
33,01/28,15,Economic,System,WIND,19,22.0
34,01/28,16,Economic,Local,WIND,141,
35,01/28,16,Economic,System,SOLR,414,1014.0
36,01/28,16,Economic,System,WIND,28,213.0
37,01/28,17,Economic,Local,WIND,106,165.0
38,01/28,17,Economic,System,SOLR,0,0.0
39,01/28,17,Economic,System,WIND,2,12.0
40,01/28,18,Economic,Local,WIND,59,102.0
41,01/28,19,Economic,Local,WIND,60,97.0
42,01/28,20,Economic,Local,WIND,64,73.0
43,01/28,21,Economic,Local,WIND,69,122.0
44,01/28,22,Economic,Local,WIND,103,121.0
45,01/28,23,Economic,Local,WIND,102,113.0
46,01/28,24,Economic,Local,WIND,171,346.0
