,DATE,HOUR,CURT TYPE,REASON,FUEL TYPE,CURTAILED MWH,CURTAILED MW
0,11/26,1,Economic,Local,WIND,30,57.0
1,11/26,2,Economic,Local,WIND,1,6.0
2,11/26,10,Economic,Local,SOLR,11,18.0
3,11/26,10,Economic,System,SOLR,1,
4,11/26,10,SelfSchCut,Local,SOLR,5,11.0
5,11/26,11,Economic,Local,SOLR,13,14.0
6,11/26,11,Economic,System,SOLR,1,2.0
7,11/26,11,SelfSchCut,Local,SOLR,3,9.0
8,11/26,12,Economic,Local,SOLR,11,14.0
9,11/26,12,Economic,System,SOLR,0,2.0
10,11/26,12,SelfSchCut,Local,SOLR,0,2.0
11,11/26,13,Economic,Local,SOLR,3,6.0
12,11/26,16,Economic,System,SOLR,1,5.0
