,DATE,HOUR,CURT TYPE,REASON,FUEL TYPE,CURTAILED MWH,CURTAILED MW
0,12/03,2,Economic,Local,WIND,14,44.0
1,12/03,3,Economic,Local,WIND,22,47.0
2,12/03,8,Economic,Local,SOLR,2,18.0
3,12/03,8,Economic,Local,WIND,4,19.0
4,12/03,9,Economic,Local,SOLR,94,166.0
5,12/03,9,Economic,Local,WIND,1,11.0
6,12/03,10,Economic,Local,SOLR,171,204.0
7,12/03,10,Economic,System,SOLR,0,0.0
8,12/03,11,Economic,Local,SOLR,255,290.0
9,12/03,11,Economic,System,SOLR,0,
10,12/03,12,Economic,Local,SOLR,295,311.0
11,12/03,13,Economic,Local,SOLR,310,314.0
12,12/03,13,Economic,System,SOLR,0,
13,12/03,14,Economic,Local,SOLR,325,335.0
14,12/03,14,Economic,Local,WIND,0,
15,12/03,14,Economic,System,SOLR,0,
16,12/03,15,Economic,Local,SOLR,293,329.0
17,12/03,15,Economic,System,SOLR,0,
18,12/03,16,Economic,Local,SOLR,16,105.0
19,12/03,21,Economic,Local,WIND,17,109.0
20,12/03,22,Economic,Local,WIND,100,127.0
21,12/03,23,Economic,Local,WIND,81,107.0
22,12/03,24,Economic,Local,WIND,58,90.0
