,DATE,HOUR,CURT TYPE,REASON,FUEL TYPE,CURTAILED MWH,CURTAILED MW
0,11/02,1,Economic,Local,WIND,20,102.0
1,11/02,6,Economic,Local,WIND,8,39.0
2,11/02,9,Economic,Local,SOLR,124,250.0
3,11/02,10,Economic,Local,SOLR,7,
4,11/02,10,Economic,System,SOLR,157,503.0
5,11/02,10,Economic,System,WIND,3,5.0
6,11/02,11,Economic,Local,SOLR,89,112.0
7,11/02,12,Economic,Local,SOLR,144,535.0
8,11/02,12,Economic,Local,WIND,1,16.0
9,11/02,13,Economic,Local,SOLR,421,999.0
10,11/02,13,Economic,Local,WIND,9,25.0
11,11/02,14,Economic,Local,SOLR,396,619.0
12,11/02,14,Economic,Local,WIND,1,1.0
13,11/02,14,Economic,System,WIND,0,
14,11/02,15,Economic,Local,SOLR,300,733.0
15,11/02,15,Economic,Local,WIND,20,58.0
16,11/02,16,Economic,Local,SOLR,80,111.0
17,11/02,17,Economic,Local,SOLR,116,505.0
18,11/02,17,Economic,Local,WIND,8,31.0
19,11/02,18,Economic,Local,WIND,5,30.0
20,11/02,19,Economic,Local,WIND,57,103.0
21,11/02,20,Economic,Local,WIND,48,97.0
22,11/02,21,Economic,Local,WIND,121,134.0
23,11/02,22,Economic,Local,WIND,98,132.0
24,11/02,23,Economic,Local,WIND,58,82.0
25,11/02,24,Economic,Local,WIND,66,117.0
