,DATE,HOUR,CURT TYPE,REASON,FUEL TYPE,CURTAILED MWH,CURTAILED MW
0,09/22,3,Economic,Local,WIND,1,5.0
1,09/22,4,Economic,Local,WIND,2,17.0
2,09/22,10,Economic,Local,WIND,5,
3,09/22,10,Economic,System,SOLR,10,120.0
4,09/22,12,Economic,Local,SOLR,48,
5,09/22,12,Economic,Local,WIND,27,
6,09/22,12,Economic,System,SOLR,172,455.0
7,09/22,12,Economic,System,WIND,66,162.0
8,09/22,13,Economic,Local,SOLR,11,
9,09/22,13,Economic,Local,WIND,9,9.0
10,09/22,13,Economic,System,SOLR,208,646.0
11,09/22,13,Economic,System,WIND,45,113.0
12,09/22,14,Economic,Local,SOLR,150,249.0
13,09/22,14,Economic,Local,WIND,125,141.0
14,09/22,14,Economic,System,SOLR,22,11.0
15,09/22,14,Economic,System,WIND,14,
16,09/22,15,Economic,Local,SOLR,71,338.0
17,09/22,15,Economic,Local,WIND,58,164.0
18,09/22,15,Economic,System,WIND,15,
19,09/22,16,Economic,Local,WIND,1,10.0
20,09/22,17,Economic,Local,WIND,6,53.0
21,09/22,17,Economic,System,SOLR,40,216.0
22,09/22,18,Economic,Local,WIND,2,
23,09/22,18,Economic,System,SOLR,11,133.0
24,09/22,22,Economic,Local,WIND,12,56.0
25,09/22,23,Economic,Local,WIND,144,255.0
26,09/22,24,Economic,Local,WIND,47,101.0
