,DATE,HOUR,CURT TYPE,REASON,FUEL TYPE,CURTAILED MWH,CURTAILED MW
0,01/22,1,Economic,Local,WIND,7,20.0
1,01/22,2,Economic,Local,WIND,58,86.0
2,01/22,3,Economic,Local,WIND,74,110.0
3,01/22,4,Economic,Local,WIND,109,174.0
4,01/22,5,Economic,Local,WIND,119,162.0
5,01/22,6,Economic,Local,WIND,103,179.0
6,01/22,7,Economic,Local,WIND,28,77.0
7,01/22,10,Economic,Local,WIND,7,37.0
8,01/22,11,Economic,Local,WIND,29,96.0
9,01/22,12,Economic,Local,WIND,48,98.0
10,01/22,12,Economic,System,SOLR,0,
11,01/22,13,Economic,Local,WIND,54,81.0
12,01/22,14,Economic,Local,WIND,6,34.0
13,01/22,16,Economic,System,SOLR,1,2.0
14,01/22,17,Economic,System,SOLR,0,2.0
15,01/22,18,Economic,Local,WIND,5,56.0
16,01/22,18,Economic,System,SOLR,0,
