,DATE,HOUR,CURT TYPE,REASON,FUEL TYPE,CURTAILED MWH,CURTAILED MW
0,09/23,1,Economic,System,WIND,30,200
1,09/23,2,Economic,Local,WIND,1,17
2,09/23,3,Economic,Local,WIND,23,123
3,09/23,4,Economic,Local,WIND,18,125
4,09/23,9,Economic,Local,SOLR,15,183
5,09/23,9,Economic,Local,WIND,1,6
6,09/23,10,Economic,Local,SOLR,219,475
7,09/23,10,Economic,Local,WIND,48,81
8,09/23,11,Economic,Local,SOLR,267,404
9,09/23,11,Economic,Local,WIND,30,37
10,09/23,12,Economic,Local,SOLR,210,345
11,09/23,12,Economic,Local,WIND,85,197
12,09/23,13,Economic,Local,SOLR,51,286
13,09/23,13,Economic,Local,WIND,21,19
14,09/23,14,Economic,Local,SOLR,103,439
15,09/23,14,Economic,Local,WIND,162,234
16,09/23,15,Economic,Local,SOLR,473,680
17,09/23,15,Economic,Local,WIND,153,191
18,09/23,16,Economic,Local,SOLR,264,593
19,09/23,16,Economic,Local,WIND,115,142
20,09/23,17,Economic,Local,SOLR,198,403
21,09/23,17,Economic,Local,WIND,85,80
22,09/23,20,Economic,Local,WIND,95,184
23,09/23,21,Economic,Local,WIND,94,145
24,09/23,22,Economic,Local,WIND,42,77
