,DATE,HOUR,CURT TYPE,REASON,FUEL TYPE,CURTAILED MWH,CURTAILED MW
0,12/25,9,Economic,System,SOLR,0,0.0
1,12/25,9,Economic,System,WIND,5,64.0
2,12/25,10,Economic,System,SOLR,0,1.0
3,12/25,10,Economic,System,WIND,8,33.0
4,12/25,11,Economic,Local,WIND,1,
5,12/25,11,Economic,System,SOLR,107,394.0
6,12/25,11,Economic,System,WIND,14,30.0
7,12/25,12,Economic,Local,WIND,26,28.0
8,12/25,12,Economic,System,SOLR,646,981.0
9,12/25,12,Economic,System,WIND,32,98.0
10,12/25,13,Economic,Local,WIND,24,
11,12/25,13,Economic,System,SOLR,388,1088.0
12,12/25,13,Economic,System,WIND,17,31.0
13,12/25,14,Economic,Local,SOLR,9,
14,12/25,14,Economic,System,SOLR,205,738.0
15,12/25,14,Economic,System,WIND,17,22.0
16,12/25,14,SelfSchCut,Local,SOLR,0,
17,12/25,15,Economic,Local,SOLR,2,
18,12/25,15,Economic,System,SOLR,146,525.0
19,12/25,15,Economic,System,WIND,8,16.0
20,12/25,16,Economic,System,SOLR,1,2.0
21,12/25,17,Economic,Local,WIND,1,13.0
22,12/25,20,Economic,Local,WIND,0,0.0
23,12/25,23,Economic,Local,WIND,19,60.0
24,12/25,24,Economic,Local,WIND,48,67.0
