,DATE,HOUR,CURT TYPE,REASON,FUEL TYPE,CURTAILED MWH,CURTAILED MW
1,04/22,8,Economic,Local,SOLR,4.0,
2,04/22,8,Economic,System,SOLR,159.0,599.0
3,04/22,8,Economic,System,WIND,7.0,19.0
4,04/22,9,Economic,Local,SOLR,45.0,163.0
5,04/22,9,Economic,Local,WIND,1.0,
6,04/22,9,Economic,System,SOLR,256.0,486.0
7,04/22,9,Economic,System,WIND,15.0,14.0
8,04/22,10,Economic,Local,SOLR,36.0,175.0
9,04/22,10,Economic,System,SOLR,12.0,
10,04/22,11,Economic,Local,SOLR,27.0,42.0
11,04/22,11,Economic,System,SOLR,7.0,25.0
12,04/22,11,SelfSchCut,Local,SOLR,0.0,
13,04/22,12,Economic,Local,SOLR,28.0,46.0
14,04/22,12,Economic,System,SOLR,13.0,15.0
15,04/22,12,SelfSchCut,Local,SOLR,1.0,
16,04/22,13,Economic,Local,SOLR,35.0,45.0
17,04/22,13,Economic,System,SOLR,25.0,33.0
18,04/22,13,SelfSchCut,Local,SOLR,0.0,
19,04/22,14,Economic,Local,SOLR,29.0,31.0
20,04/22,15,Economic,Local,SOLR,35.0,67.0
21,04/22,15,Economic,Local,WIND,5.0,32.0
22,04/22,16,Economic,Local,SOLR,18.0,24.0
23,04/22,16,Economic,System,SOLR,9.0,22.0
24,04/22,17,Economic,Local,SOLR,4.0,7.0
25,04/22,17,Economic,System,SOLR,5.0,18.0
26,04/22,18,Economic,System,SOLR,2.0,10.0
27,04/22,19,Economic,Local,SOLR,36.0,174.0
28,04/22,19,Economic,Local,WIND,7.0,31.0
29,04/22,19,Economic,System,SOLR,1.0,
