,DATE,HOUR,CURT TYPE,REASON,FUEL TYPE,CURTAILED MWH,CURTAILED MW
0,03/06,8,Economic,Local,SOLR,88,448.0
1,03/06,8,Economic,Local,WIND,9,53.0
2,03/06,9,Economic,Local,SOLR,771,1175.0
3,03/06,9,Economic,Local,WIND,45,131.0
4,03/06,9,Economic,System,SOLR,129,102.0
5,03/06,9,Economic,System,WIND,5,14.0
6,03/06,10,Economic,Local,SOLR,885,1144.0
7,03/06,10,Economic,Local,WIND,20,18.0
8,03/06,11,Economic,Local,SOLR,384,883.0
9,03/06,11,Economic,Local,WIND,16,17.0
10,03/06,11,Economic,System,SOLR,3,
11,03/06,11,Economic,System,WIND,0,
12,03/06,12,Economic,Local,SOLR,7,
13,03/06,12,Economic,Local,WIND,1,
14,03/06,12,Economic,System,SOLR,99,325.0
15,03/06,12,Economic,System,WIND,8,14.0
16,03/06,13,Economic,Local,SOLR,317,493.0
17,03/06,13,Economic,Local,WIND,11,11.0
18,03/06,14,Economic,Local,SOLR,444,588.0
19,03/06,14,Economic,Local,WIND,10,10.0
20,03/06,15,Economic,Local,SOLR,312,
21,03/06,15,Economic,Local,WIND,1,
22,03/06,15,Economic,System,SOLR,121,613.0
23,03/06,15,Economic,System,WIND,1,3.0
24,03/06,16,Economic,Local,SOLR,74,
25,03/06,16,Economic,Local,WIND,1,
26,03/06,16,Economic,System,SOLR,83,789.0
27,03/06,16,Economic,System,WIND,1,5.0
28,03/06,17,Economic,System,SOLR,172,780.0
29,03/06,17,Economic,System,WIND,1,2.0
