,DATE,HOUR,CURT TYPE,REASON,FUEL TYPE,CURTAILED MWH,CURTAILED MW
0,02/15,8,Economic,Local,SOLR,95,225.0
1,02/15,8,Economic,Local,WIND,2,8.0
2,02/15,8,Economic,System,SOLR,14,127.0
3,02/15,8,Economic,System,WIND,0,0.0
4,02/15,9,Economic,Local,SOLR,6,
5,02/15,9,Economic,System,SOLR,56,339.0
6,02/15,9,Economic,System,WIND,2,6.0
7,02/15,10,Economic,Local,SOLR,303,826.0
8,02/15,10,Economic,Local,WIND,1,2.0
9,02/15,11,Economic,Local,SOLR,170,327.0
10,02/15,11,Economic,Local,WIND,2,3.0
11,02/15,12,Economic,Local,SOLR,73,243.0
12,02/15,12,Economic,Local,WIND,1,2.0
13,02/15,12,Economic,System,SOLR,0,
14,02/15,13,Economic,Local,SOLR,76,170.0
15,02/15,13,Economic,Local,WIND,1,2.0
16,02/15,13,Economic,System,SOLR,0,
17,02/15,14,Economic,Local,SOLR,16,196.0
18,02/15,14,Economic,Local,WIND,0,3.0
19,02/15,14,Economic,System,SOLR,0,
20,02/15,15,Economic,System,SOLR,41,176.0
21,02/15,15,Economic,System,WIND,1,3.0
22,02/15,16,Economic,System,SOLR,0,1.0
23,02/15,17,Economic,System,SOLR,0,2.0
