,DATE,HOUR,CURT TYPE,REASON,FUEL TYPE,CURTAILED MWH,CURTAILED MW
0,10/25,7,Economic,Local,WIND,6,35.0
1,10/25,9,Economic,System,SOLR,6,70.0
2,10/25,9,Economic,System,WIND,0,6.0
3,10/25,10,Economic,Local,SOLR,119,681.0
4,10/25,10,Economic,Local,WIND,1,4.0
5,10/25,11,Economic,Local,SOLR,68,233.0
6,10/25,11,Economic,Local,WIND,2,6.0
7,10/25,12,Economic,Local,SOLR,74,214.0
8,10/25,12,Economic,Local,WIND,3,7.0
9,10/25,13,Economic,Local,SOLR,0,2.0
10,10/25,14,Economic,Local,SOLR,0,
11,10/25,14,Economic,Local,WIND,0,1.0
12,10/25,14,Economic,System,SOLR,0,2.0
13,10/25,15,Economic,System,SOLR,0,2.0
14,10/25,16,Economic,System,SOLR,1,2.0
15,10/25,19,Economic,Local,WIND,0,2.0
16,10/25,20,Economic,Local,WIND,1,8.0
