,DATE,HOUR,CURT TYPE,REASON,FUEL TYPE,CURTAILED MWH,CURTAILED MW
0,12/18,9,Economic,System,SOLR,49,324
1,12/18,9,Economic,System,WIND,16,66
2,12/18,10,Economic,Local,SOLR,6,9
3,12/18,10,Economic,System,SOLR,2,13
4,12/18,10,Economic,System,WIND,36,70
5,12/18,11,Economic,System,SOLR,12,95
6,12/18,11,Economic,System,WIND,23,64
7,12/18,12,Economic,System,SOLR,210,492
8,12/18,12,Economic,System,WIND,64,61
9,12/18,13,Economic,System,SOLR,741,938
10,12/18,13,Economic,System,WIND,53,48
11,12/18,14,Economic,System,SOLR,340,492
12,12/18,14,Economic,System,WIND,45,48
13,12/18,15,Economic,System,SOLR,182,415
14,12/18,15,Economic,System,WIND,41,51
15,12/18,16,Economic,System,SOLR,180,576
16,12/18,16,Economic,System,WIND,21,46
