,DATE,HOUR,CURT TYPE,REASON,FUEL TYPE,CURTAILED MWH,CURTAILED MW
0,01/10,1,Economic,Local,WIND,4,27.0
1,01/10,9,Economic,System,SOLR,0,5.0
2,01/10,9,Economic,System,WIND,7,80.0
3,01/10,10,Economic,Local,WIND,1,
4,01/10,10,Economic,System,SOLR,0,0.0
5,01/10,10,Economic,System,WIND,5,55.0
6,01/10,10,SelfSchCut,Local,SOLR,1,
7,01/10,11,Economic,Local,WIND,25,2.0
8,01/10,11,Economic,System,SOLR,2,13.0
9,01/10,11,Economic,System,WIND,9,69.0
10,01/10,12,Economic,Local,WIND,5,11.0
11,01/10,12,Economic,System,SOLR,228,734.0
12,01/10,12,Economic,System,WIND,133,192.0
13,01/10,13,Economic,Local,SOLR,1,
14,01/10,13,Economic,Local,WIND,32,16.0
15,01/10,13,Economic,System,SOLR,167,407.0
16,01/10,13,Economic,System,WIND,130,168.0
17,01/10,14,Economic,Local,SOLR,4,
18,01/10,14,Economic,Local,WIND,36,46.0
19,01/10,14,Economic,System,SOLR,0,0.0
20,01/10,14,Economic,System,WIND,5,60.0
21,01/10,15,Economic,Local,WIND,21,52.0
22,01/10,15,Economic,System,SOLR,42,280.0
23,01/10,15,Economic,System,WIND,58,173.0
24,01/10,16,Economic,Local,WIND,3,12.0
25,01/10,16,Economic,System,SOLR,0,
26,01/10,19,Economic,Local,WIND,12,55.0
27,01/10,22,Economic,Local,WIND,0,4.0
28,01/10,24,Economic,Local,WIND,2,9.0
29,01/10,24,Economic,System,WIND,28,162.0
